index,sentences,greeting,need:books,need:hats,need:balls,offer:books,offer:hats,offer:balls,inquiry,agreement
7016,you can have the book if i can have everything else,,,,,,,,,
7017,okay thank you !,,,,,,,,,
7018,i have to have the book and 1 hat,,,,,,,,,
7019,"the balls are of no value , without the book i cannot make a deal",,,,,,,,,
7020,okay,,,,,,,,,
7021,i need the book and 1 hat . you can have the rest .,,,,,,,,,
7022,i would like the book and the balls .,,,,,,,,,
7023,deal .,,,,,,,,,
7024,everything ? just kidding . how about two balls and two hats .,,,,,,,,,
7025,ok . i'll keep two balls and two hats .,,,,,,,,,
7026,i can do that . i'll keep one hat the book and two balls .,,,,,,,,,
7027,yes you keep the book and one hat . i take one hat and two balls .,,,,,,,,,
7028,what would you like,,,,,,,,,
7029,perfect,,,,,,,,,
7030,"just give me at least one hat or one ball , the books is worth really nothing",,,,,,,,,
7031,i need book and one hat then,,,,,,,,,
7032,"hi , can i have 2 hats and 2 books ?",,,,,,,,,
7033,how about 2 hats and one ball at least .,,,,,,,,,
7034,take 4 books and the ball . i`ll have the 2 hats then,,,,,,,,,
7035,"no , i need 2 hats or no deal",,,,,,,,,
7036,sorry no . 2 hats take it or leave it,,,,,,,,,
7037,no deal,,,,,,,,,
7038,how about 1 hat and 2 books ?,,,,,,,,,
7039,"i need the ball and a hat , and 1 book at least",,,,,,,,,
7040,"2 books , 1 hat",,,,,,,,,
7041,i need 1 hat,,,,,,,,,
7042,sorry,,,,,,,,,
7043,you can have both books if i can have the hat and all the basketballs .,,,,,,,,,
7044,"ha , i need the hat and 2 balls",,,,,,,,,
7045,i need another item with the balls to make that work,,,,,,,,,
7046,okay,,,,,,,,,
7047,i can offer you one ball .,,,,,,,,,
7048,i can give you all the balls if you give me everything else,,,,,,,,,
7049,i can offer you the balls and one book,,,,,,,,,
7050,ok you get the ball and i get the rest,,,,,,,,,
7051,hello . i would like the basketball .,,,,,,,,,
7052,that works .,,,,,,,,,
7053,you can have the book but i need the hats and the ball,,,,,,,,,
7054,okay great ! thank you !,,,,,,,,,
7055,i would like the book and a hat .,,,,,,,,,
7056,i agree to that .,,,,,,,,,
7057,hello there ! how about i give you the book and a ball instead ?,,,,,,,,,
7058,i'll go for the hat and a book,,,,,,,,,
7059,"hi , can i have the hat and 2 balls ?",,,,,,,,,
7060,"well i look good in a hat , so i need it",,,,,,,,,
7061,good thank you,,,,,,,,,
7062,hmm . . i really like that hat,,,,,,,,,
7063,ok . i will just take the 4 books,,,,,,,,,
7064,i want the 2 balls pleaes,,,,,,,,,
7065,yes you can,,,,,,,,,
7066,and i can have the rest ?,,,,,,,,,
7067,deal,,,,,,,,,
7068,"give me hats , one book , and the ball .",,,,,,,,,
7069,"not great , but ok .",,,,,,,,,
7070,i would like the books and the ball .,,,,,,,,,
7071,how about you give me the books and take the rest ?,,,,,,,,,
7072,"hello , can i please just have the basketballs ? they have a low value , but i love basketball .",,,,,,,,,
7073,"na , both please .",,,,,,,,,
7074,and you don't want anything else ? can you give up one of the balls ?,,,,,,,,,
7075,"okay , if i can have the rest .",,,,,,,,,
7076,could i have the two hats and the book,,,,,,,,,
7077,"so your saying you want 1 hat , two balls and the book ? am i understanding the correctly ?",,,,,,,,,
7078,"i'll give youthe book and the three balls , .",,,,,,,,,
7079,2 hats .,,,,,,,,,
7080,2 hats and you get everything else final offer .,,,,,,,,,
7081,"you can have the balls but , i would like the hat and the books please",,,,,,,,,
7082,if i can take the hat and one ball that would be great,,,,,,,,,
7083,thank you !,,,,,,,,,
7084,i would like the hat and the balls .,,,,,,,,,
7085,i really need the hat or basically everything else .,,,,,,,,,
7086,"that's not great for me , but i guess i accept .",,,,,,,,,
7087,you get 2 balls and one book,,,,,,,,,
7088,gimme hat and 2 balls,,,,,,,,,
7089,"that works for me , i'll just take the books .",,,,,,,,,
7090,"hmm , ball and hats please",,,,,,,,,
7091,if i could have all of the hats you can have the rest,,,,,,,,,
7092,i'd like the book and one ball and one hat,,,,,,,,,
7093,deal,,,,,,,,,
7094,"hmm , that's exactly what i need . ball and book have no value to me . how can we compromise on this ? >",,,,,,,,,
7095,can i get two hats and the ball ?,,,,,,,,,
7096,book is zero to me .,,,,,,,,,
7097,2 hats and ball for me ; book and 1 hat for you ? fair ?,,,,,,,,,
7098,"i get the hats , you can have the ball and the book .",,,,,,,,,
7099,i get 1 of each and you get the rest .,,,,,,,,,
7100,the book and 1 hat,,,,,,,,,
7101,then we have a deal because ball is zero to me .,,,,,,,,,
7102,"ill give you the balls and book , i keep the hat",,,,,,,,,
7103,hi i would like the balls and book and you can have the hat,,,,,,,,,
7104,deal,,,,,,,,,
7105,the book both hats and a ball,,,,,,,,,
7106,i need the book and hats,,,,,,,,,
7107,two hats and two balls,,,,,,,,,
7108,what would you like,,,,,,,,,
7109,how about you take all hats and i keep the res,,,,,,,,,
7110,no deal,,,,,,,,,
7111,ok,,,,,,,,,
7112,i'd like the books and the hats .,,,,,,,,,
7113,"ok , that's not great for me , but i think it's the best deal we can make . you can take the balls .",,,,,,,,,
7114,ok what do you want,,,,,,,,,
7115,ball are zeros so lets split the books and hats,,,,,,,,,
7116,and one hat,,,,,,,,,
7117,ill take hats and ball you can have the books,,,,,,,,,
7118,i need the hats and ball to make it work,,,,,,,,,
7119,books have zero value for me,,,,,,,,,
7120,ok,,,,,,,,,
7121,one hat and the books for me,,,,,,,,,
7122,"1 one and the books , or both hats final offer",,,,,,,,,
7123,"ok , the books and one hat , final offer",,,,,,,,,
7124,i would like the ball and the hat and you can have the books,,,,,,,,,
7125,"ok , so i get the ball and two books ?",,,,,,,,,
7126,"ok , deal",,,,,,,,,
7127,no i will take the hat and 1 book you can have the rest,,,,,,,,,
7128,yes,,,,,,,,,
7129,what would you like,,,,,,,,,
7130,i will give you the basketballs if i get the rest,,,,,,,,,
7131,basketball,,,,,,,,,
7132,ok,,,,,,,,,
7133,i would like 1 book and 2 balls .,,,,,,,,,
7134,"you can have 3 hats and 1 ball , if i can have 1 book and 1 ball .",,,,,,,,,
7135,"hmm , okay i'll take the book and you can get the rest .",,,,,,,,,
7136,you can have the ball but i would like the book and the hats,,,,,,,,,
7137,if you get the book i have to have the rets . or i will take the book and you have the rest,,,,,,,,,
7138,ok,,,,,,,,,
7139,throw in one hat and you have a deal .,,,,,,,,,
7140,"all hats to me , everything else to you",,,,,,,,,
7141,ok,,,,,,,,,
7142,you can have that deal . . .,,,,,,,,,
7143,can i have the hat and 1 book ?,,,,,,,,,
7144,"not going to happen , offer me a better deal",,,,,,,,,
7145,"fine , i will accept your initial offer",,,,,,,,,
7146,hello . i need the ball and one book to make this deal .,,,,,,,,,
7147,doesn't get any better than that from me .,,,,,,,,,
7148,i'd like 1 of each please ?,,,,,,,,,
7149,"i'll take 1 book and 1 ball , you ca have the rest .",,,,,,,,,
7150,no . i would like 3 books and 1 hat,,,,,,,,,
7151,deal,,,,,,,,,
7152,if i can have the balls and the book you can have the hats,,,,,,,,,
7153,okay that works for me . thank you .,,,,,,,,,
7154,"i can't do that , if i can have the book i'll let you have everything else",,,,,,,,,
7155,i want the hat and two books,,,,,,,,,
7156,deal,,,,,,,,,
7157,"you can have the books but , i need the hat and the balls",,,,,,,,,
7158,great ! thank you !,,,,,,,,,
7159,what would you like,,,,,,,,,
7160,i need the books and ball but you can have the hats,,,,,,,,,
7161,the books are worth too much for me . i would trade a book for all the hats,,,,,,,,,
7162,ok,,,,,,,,,
7163,i'd like the hats (and books) but negotiable .,,,,,,,,,
7164,any chance you'll take the ball and 1 book ? i take hats and 1 book ?,,,,,,,,,
7165,well that would kick my butt ! : ) - - i'll take the hats - you get the restr .,,,,,,,,,
7166,i get the ball you get the book and on hat for each of us . deal,,,,,,,,,
7167,two hats and 1 book . yes,,,,,,,,,
7168,deal,,,,,,,,,
7169,can i have two hats ?,,,,,,,,,
7170,"ok , thanks",,,,,,,,,
7171,deal,,,,,,,,,
7172,"both books to me , the rest to you",,,,,,,,,
7173,that deal works for me . thanks,,,,,,,,,
7174,i want the ball . you can have the rest .,,,,,,,,,
7175,ill take four books,,,,,,,,,
7176,thx,,,,,,,,,
7177,if i can have the hat and ball that is a fair deal .,,,,,,,,,
7178,"ok , you can have both balls . i'll take the hats .",,,,,,,,,
7179,yes,,,,,,,,,
7180,you can have all of the hats if i can have the book and one ball,,,,,,,,,
7181,ok so i get the book and both balls ?,,,,,,,,,
7182,can ihave the book and 2 hats ?,,,,,,,,,
7183,deal,,,,,,,,,
7184,i need the hat 2 books and a ball,,,,,,,,,
7185,then i get the hat and books deal ?,,,,,,,,,
7186,i'll take the balls and a book .,,,,,,,,,
7187,will you take all three books and let me keep both balls ?,,,,,,,,,
7188,yes .,,,,,,,,,
7189,i can give all books if i can have the ball and hat,,,,,,,,,
7190,"ok , ball for you , if i get the rest",,,,,,,,,
7191,i need the ball and two books .,,,,,,,,,
7192,i need the ball . you can have the books .,,,,,,,,,
7193,deal .,,,,,,,,,
7194,how about i get the book one hat and one ball and you can have one hat and two balls ?,,,,,,,,,
7195,okay then you can take the hats and i will take everything else .,,,,,,,,,
7196,you can have the book and balls if i can have the hats,,,,,,,,,
7197,no deal . i cannot give up the hats,,,,,,,,,
7198,i'll take a basketball and 2 books .,,,,,,,,,
7199,can i have one book and one basketball ?,,,,,,,,,
7200,i'll take 2 books and a hat,,,,,,,,,
7201,yes that will work,,,,,,,,,
7202,i want the hats and ball,,,,,,,,,
7203,"ok , the ball and two books to me then ?",,,,,,,,,
7204,i can not part with the hats .,,,,,,,,,
7205,deal .,,,,,,,,,
7206,if i can have the book and the hats you can have the balls,,,,,,,,,
7207,i need the hats and one ball if you take the book,,,,,,,,,
7208,okay great !,,,,,,,,,
7209,i need the book and the balls,,,,,,,,,
7210,sounds good,,,,,,,,,
7211,"how about you take the 3 balls and 2 hats , i take the 2 books",,,,,,,,,
7212,that deal seems reasonable . deal .,,,,,,,,,
7213,i will take just the book and you can have the rest,,,,,,,,,
7214,"yes it is , and 0 for both hat and balls",,,,,,,,,
7215,"so you get 2 hats and 3 balls , deal ?",,,,,,,,,
7216,is that really the best you can do ? book must be pretty pricey for you ?,,,,,,,,,
7217,okay . if it's all 10 of your points .,,,,,,,,,
7218,ill take the hat and the books you can have the ball,,,,,,,,,
7219,too bad you can have the ball and 1 book,,,,,,,,,
7220,too bad i want the hat,,,,,,,,,
7221,no i want the hat and the books,,,,,,,,,
7222,you can give me either the hat and 3 books or the hat 2 books and 1 ball,,,,,,,,,
7223,okay deal,,,,,,,,,
7224,i only like hats,,,,,,,,,
7225,i can't read . i need the hat for the bad weather and i only have one leg so the ball is no good to me .,,,,,,,,,
7226,"fine take the hat i will take the rest ,",,,,,,,,,
7227,nope,,,,,,,,,
7228,no you can have 2 books and the hat,,,,,,,,,
7229,thanks,,,,,,,,,
7230,i'd like the balls and the book and you can have the hats .,,,,,,,,,
7231,i have to have atleast one of the balls,,,,,,,,,
7232,"i'm not willing to give both up , sorry .",,,,,,,,,
7233,i need atleast 1 ball or there is no deal .,,,,,,,,,
7234,"ok , no deal .",,,,,,,,,
7235,i would like both balls and you have book and hats,,,,,,,,,
7236,i need both balls,,,,,,,,,
7237,"i am not willing to give up both , i only need the bals",,,,,,,,,
7238,there is no deal then,,,,,,,,,
7239,you are sure sure right ?,,,,,,,,,
7240,i need the ball and the hats,,,,,,,,,
7241,whats about the ball 3,,,,,,,,,
7242,deal,,,,,,,,,
7243,i can offer the hats,,,,,,,,,
7244,i can offer the ball and 2 hats,,,,,,,,,
7245,sounds great ! deal !,,,,,,,,,
7246,"i would like both balls and the hat , you can have the books .",,,,,,,,,
7247,deal !,,,,,,,,,
7248,and i have the books and the balls ?,,,,,,,,,
7249,okay agreed .,,,,,,,,,
7250,can i get the hat ?,,,,,,,,,
7251,yes .,,,,,,,,,
7252,i take book u take rest,,,,,,,,,
7253,deal,,,,,,,,,
7254,can you add me either a book or a hat ?,,,,,,,,,
7255,what value does that give you ?,,,,,,,,,
7256,the books give me six,,,,,,,,,
7257,no deal then,,,,,,,,,
7258,no deal,,,,,,,,,
7259,hi i would like the hats and books and you can have the balls,,,,,,,,,
7260,sorry thats the best i can do,,,,,,,,,
7261,7,,,,,,,,,
7262,looks like we wont reach a deal,,,,,,,,,
7263,no deal,,,,,,,,,
7264,ok,,,,,,,,,
7265,"hi , i would like the book and you can have the rest",,,,,,,,,
7266,i like the books . so if i can have them and 1 hat i will be happy,,,,,,,,,
7267,ok,,,,,,,,,
7268,that sounds fair,,,,,,,,,
7269,hi . ill take the book and balls and you can have the hats,,,,,,,,,
7270,no . you can have the hats and 1 ball,,,,,,,,,
7271,thats the best i can do,,,,,,,,,
7272,nope,,,,,,,,,
7273,fine . no deal,,,,,,,,,
7274,"ill take the book and a hat , u the rest .",,,,,,,,,
7275,nah,,,,,,,,,
7276,"how about me the book , and you the rest ?",,,,,,,,,
7277,then no deal,,,,,,,,,
7278,ok,,,,,,,,,
7279,how about no . you can have 2 hats and 1 ball,,,,,,,,,
7280,no you get 2 hats and 1 ball,,,,,,,,,
7281,you get 2 hats and 2 balls my final offer you didnt even want the book to begin with .,,,,,,,,,
7282,i'll take the hats and balls .,,,,,,,,,
7283,2 hats 1 ball and one book .,,,,,,,,,
7284,i cannot accept .,,,,,,,,,
7285,deal !,,,,,,,,,
7286,i need the book and the hats,,,,,,,,,
7287,okay deal .,,,,,,,,,
7288,"i will take 2 books and a hat , what do you want .",,,,,,,,,
7289,agreed,,,,,,,,,
7290,that would be fine .,,,,,,,,,
7291,"i'd like one book , one hat , and one ball",,,,,,,,,
7292,"great , thanks",,,,,,,,,
7293,i want everything .,,,,,,,,,
7294,"ok , i will take the ball and book .",,,,,,,,,
7295,deal .,,,,,,,,,
7296,"well , that's not going to work : )",,,,,,,,,
7297,i'll take the book and you can have the rest,,,,,,,,,
7298,you can have the book and balls,,,,,,,,,
7299,deal,,,,,,,,,
7300,i will take the book and 1 hat,,,,,,,,,
7301,deal,,,,,,,,,
7302,"i need the hat , 2 books and the ball",,,,,,,,,
7303,great,,,,,,,,,
7304,you get 2 books,,,,,,,,,
7305,you get a ball and i get everything else,,,,,,,,,
7306,ok,,,,,,,,,
7307,well what will you give me ?,,,,,,,,,
7308,make it a ball and we have adeal,,,,,,,,,
7309,ball and a book,,,,,,,,,
7310,hello . you can have the ball . ill take the rest,,,,,,,,,
7311,deal,,,,,,,,,
7312,id like the book and 2 hats . you can have the rest .,,,,,,,,,
7313,how about you keep the book and i have all the hats and ball .,,,,,,,,,
7314,that is too much ! i cannot agree on that .,,,,,,,,,
7315,"no , i cannot accept that as well . i need either the book and 2 hats or all hats and ball .",,,,,,,,,
7316,no deal .,,,,,,,,,
7317,i can not accept that deal . i need the book and the ball and you can have the hats,,,,,,,,,
7318,"no , i need the ball as well as the book",,,,,,,,,
7319,if you aren't willing to accept that deal would you be willing to accept the deal if i get the hats and the ball and you get the book ?,,,,,,,,,
7320,i do not think we can agree on a deal then . i'm sorry . no deal .,,,,,,,,,
7321,no deal .,,,,,,,,,
7322,i really like that book .,,,,,,,,,
7323,you can have all the hats dude .,,,,,,,,,
7324,ok you can have it as long as i can have a n extra hat,,,,,,,,,
7325,i'll take the ball and 2 books nd you can have the hats,,,,,,,,,
7326,i cant use the hats,,,,,,,,,
7327,sounds good,,,,,,,,,
7328,"i'd like the book , you can have everything else",,,,,,,,,
7329,deal,,,,,,,,,
7330,ill give you a hat for a ball,,,,,,,,,
7331,correct,,,,,,,,,
7332,deal,,,,,,,,,
7333,i would like the book and both hats .,,,,,,,,,
7334,"so i'll take 1 book , 1 hat , and 1 ball then ?",,,,,,,,,
7335,deal .,,,,,,,,,
7336,if i can have the ball i will cede the rest,,,,,,,,,
7337,deal,,,,,,,,,
7338,okay,,,,,,,,,
7339,deal,,,,,,,,,
7340,"okay , i'll take both basketballs and the hat",,,,,,,,,
7341,i would like 1 book and 1 hat,,,,,,,,,
7342,i'd like the ball and one hat,,,,,,,,,
7343,deal,,,,,,,,,
7344,iwant the ball thats it,,,,,,,,,
7345,thx,,,,,,,,,
7346,i need the hat and 1 book,,,,,,,,,
7347,sure,,,,,,,,,
7348,can i have 2 books and you can have the rest,,,,,,,,,
7349,i would like the books and another object group .,,,,,,,,,
7350,"ok , deal .",,,,,,,,,
7351,i would like the hats and one ball,,,,,,,,,
7352,gimme hat,,,,,,,,,
7353,"hat for me , all else for you",,,,,,,,,
7354,"i need hat , or no deal can be had",,,,,,,,,
7355,i guess so,,,,,,,,,
7356,"ok , deal",,,,,,,,,
7357,i'll take the hat and you can take all books and the ball .,,,,,,,,,
7358,deal,,,,,,,,,
7359,sounds good,,,,,,,,,
