index,sentences,greeting,misc:books,misc:hats,misc:balls,need:books,need:hats,need:balls,offer:books,offer:hats,offer:balls,inquiry,agreement,thanks,numeric,same,annotated,cluster
4011,yes,False,,,,,,,,,,,Full,False,,False,True,9
4012,so i get book and 2 hats ?,False,,,,,,,,,,,,False,,False,False,20
4013,can i have the ball and two books please ?,False,,,,,,,,,,,,False,,False,False,25
4014,deal,False,,,,,,,,,,,Full,False,,False,True,0
4015,"i need the books , you can have rest",False,,,,,,,,,,,,False,,False,False,-1
4016,"you can get one book and one hat , i get rest",False,,,,,,,,,,,,False,,False,False,27
4017,both balls have my named written on them,False,,,,,,,,,,,,False,,False,False,19
4018,i need at least one book,False,,,,,,,,,,,,False,,False,False,-1
4019,seems like we can't agree on a deal .,False,,,,,,,,,,,,False,,False,False,16
4020,i would like 2 books and a ball or 2 books and a hot ?,False,,,,,,,,,,,,False,,False,False,25
4021,that does not work for me . i will take 1 books and 1 hat and 1 ball ?,False,,,,,,,,,,,,False,,False,False,34
4022,i need 1 ball too,False,,,,,,,,,,,,False,,False,False,19
4023,then i would like both books,False,,,,,,,,,,,,False,,False,False,-1
4024,then i need 1 book 1 hat and 1 ball,False,,,,,,,,,,,,False,,False,False,29
4025,can i get the book and the hats ?,False,,,,,,,,,,,,False,,False,False,18
4026,no deal ; i'll take the book and three balls,False,,,,,,,,,,,,False,,False,False,7
4027,no deal . i need the book too,False,,,,,,,,,,,,False,,False,False,30
4028,no way,False,,,,,,,,,,,No Deal,False,,False,True,16
4029,if you want the book i'll take everything else lol,False,,,,,,,,,,,,False,,False,False,31
4030,no you can have two balls,False,,,,,,,,,,,,False,,False,False,19
4031,you can have all three balls,False,,,,,,,,,,,,False,,False,False,7
4032,you can have the book if i get everything else,False,,,,,,,,,,,,False,,False,False,31
4033,what do you suggest,False,,,,,,,,,,,,False,,False,False,16
4034,how about i take the book and hats,False,,,,,,,,,,,,False,,False,False,18
4035,i want the hats and 1 book . i can offer you the rest .,False,,,,,,,,,,,,False,,False,False,27
4036,well what is your counter ?,False,,,,,,,,,,,,False,,False,False,16
4037,"ok , that works .",False,,,,,,,,,,,,False,,False,False,16
4038,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
4039,i want one hat and one book u take rest,False,,,,,,,,,,,,False,,False,False,27
4040,what do you wish ?,False,,,,,,,,,,,,False,,False,False,16
4041,no deal ; i want the hat and 1 ball,False,,,,,,,,,,,,False,,False,False,19
4042,ok,False,,,,,,,,,,,Full,False,,False,True,5
4043,i'd like the hat and 2 books .,False,,,,,,,,,,,,False,,False,False,20
4044,you can have the hat and balls . i'll take the books .,False,,,,,,,,,,,,False,,False,False,35
4045,i would like the hat and the ball and you can have all the books .,False,,,,,,,,,,,,False,,False,False,-1
4046,deal,False,,,,,,,,,,,Full,False,,False,True,0
4047,i need both hats and both balls,False,,,,,,,,,,,,False,,False,False,19
4048,okay,False,,,,,,,,,,,Full,False,,False,True,4
4049,i'll take both books and one ball,False,,,,,,,,,,,,False,,False,False,29
4050,i'm not going to be able to take that deal . i'd like the book and at least 1 hat,False,,,,,,,,,,,,False,,False,False,34
4051,"thank you , deal",False,,,,,,,,,,,,False,,False,False,16
4052,"you take the hats , i take the book and the ball",False,,,,,,,,,,,,False,,False,False,35
4053,you can have the book and 1 hat,False,,,,,,,,,,,,False,,False,False,27
4054,i'd like to know what you propose before i tell you what i want .,False,,,,,,,,,,,,False,,False,False,16
4055,all of it,False,all,all,all,,,,,,,,,False,,False,True,16
4056,how about i take the ball and the books and you take the hat ?,False,,,,,,,,,,,,False,,False,False,35
4057,"ok , you can take one book and one hat .",False,,,,,,,,,,,,False,,False,False,27
4058,i need 2 hats rest for you,False,,,,,,,,,,,,False,,False,False,19
4059,"ok , deal",False,,,,,,,,,,,Full,False,,False,True,-1
4060,"i promised my daughter i would replace her basketball with the one that was stolen . if i take the ball , you can have the rest of the items .",False,,,,,,,,,,,,False,,False,False,14
4061,"okay , but i get the rest of the items .",False,,,,,,,,,,,,False,,False,False,16
4062,my son has always wanted a basketball . could i please have it ?,False,,,,,,,,,,,,False,,False,False,14
4063,my son was born with only one eye and i can't afford to buy him one . could i please have it .,False,,,,,,,,,,,,False,,False,False,-1
4064,sounds good . my son with one eye will be so excited .,False,,,,,,,,,,,,False,,False,False,16
4065,i need the book and the balls,False,,,,,,,,,,,,False,,False,False,-1
4066,so i get the book and the two balls ?,False,,,,,,,,,,,,False,,False,False,25
4067,deal,False,,,,,,,,,,,Full,False,,False,True,0
4068,i like the book and hats,False,,,,,,,,,,,,False,,False,False,22
4069,i guess i can live with just the hats .,False,,,,,,,,,,,,False,,False,False,19
4070,yes,False,,,,,,,,,,,Full,False,,False,True,9
4071,"sorry no deal , i want the ball and 4 books",False,,,,,,,,,,,,False,,False,False,26
4072,i would like the hats and the ball . you can have all of the books,False,,,,,,,,,,,,False,,False,False,-1
4073,"ok , i get the 2 hats",False,,,,,,,,,,,,False,,False,False,19
4074,i just want the balls,False,,,,,,,,,,,,False,,False,False,-1
4075,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
4076,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
4077,deal,False,,,,,,,,,,,Full,False,,False,True,0
4078,one ball,False,,,,,,,,,,,,False,,False,False,19
4079,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
4080,ok how about you get both balls,False,,,,,,,,,,,,False,,False,False,19
4081,and the ball,False,,,1,,,,,,,,,False,,False,True,19
4082,then book and all the hats .,False,,,,,,,,,,,,False,,False,False,-1
4083,and the book or ball,False,?,,?,,,,,,,,,False,,False,True,28
4084,nope !,False,,,,,,,,,,,,False,,False,False,-1
4085,no,False,,,,,,,,,,,No Deal,False,,False,True,2
4086,how about you get three hats,False,,,,,,,,,,,,False,,False,False,7
4087,no ball,False,,,,,,,,,,,,False,,False,False,-1
4088,all hats,False,,all,,,,,,,,,,False,,False,True,19
4089,nope,False,,,,,,,,,,,No Deal,False,,False,True,-1
4090,you get one book ok,False,,,,,,,,,,,,False,,False,False,-1
4091,i live in the pacific southwest and could really use a couple of new hats for my ranch .,False,,,,,,,,,,,,False,,False,False,-1
4092,i'll give you the hats . but i need everything else,False,,,,,,,,,,,,False,,False,False,19
4093,i just want the book,False,,,,,,,,,,,,False,,False,False,-1
4094,deal,False,,,,,,,,,,,Full,False,,False,True,0
4095,you can have the books i want the hat and the balls,False,,,,,,,,,,,,False,,False,False,-1
4096,so i only get 1 hat and 1 ball while you get 3 books and 1 ball no deal,False,,,,,,,,,,,,False,,False,False,7
4097,ill take the hat and the balls or i walk away from this deal,False,,,,,,,,,,,,False,,False,False,19
4098,so you give me the hat and the balls ?,False,,,,,,,,,,,,False,,False,False,15
4099,okay deal,False,,,,,,,,,,,Full,False,,False,True,-1
4100,i would like the books and the hat,False,,,,,,,,,,,,False,,False,False,-1
4101,how about i take the books and 1 ball you can have the rest,False,,,,,,,,,,,,False,,False,False,-1
4102,ok i will take 2 books and the hat you get 2 balls and a book,False,,,,,,,,,,,,False,,False,False,25
4103,ok,False,,,,,,,,,,,Full,False,,False,True,5
4104,yes,False,,,,,,,,,,,Full,False,,False,True,9
4105,i would like the hat and both balls,False,,,,,,,,,,,,False,,False,False,17
4106,if you get the hat then i want everything else,False,,,,,,,,,,,,False,,False,False,19
4107,ok,False,,,,,,,,,,,Full,False,,False,True,5
4108,i'd like the hat and two books .,False,,,,,,,,,,,,False,,False,False,20
4109,you can have the balls and one book . i keep the hat and one book .,False,,,,,,,,,,,,False,,False,False,-1
4110,ok . i'll take the hat . you can have the rest .,False,,,,,,,,,,,,False,,False,False,19
4111,would you take the hats and the books instead ?,False,,,,,,,,,,,,False,,False,False,18
4112,give me the hats and balls,False,,,,,,,,,,,,False,,False,False,15
4113,deal,False,,,,,,,,,,,Full,False,,False,True,0
4114,i'll take the ball . you can have the rest .,False,,,,,,,,,,,,False,,False,False,19
4115,okay agreed .,False,,,,,,,,,,,,False,,False,False,-1
4116,"fine , do we have a deal",False,,,,,,,,,,,,False,,False,False,16
4117,"i need the books , you can have the rest",False,,,,,,,,,,,,False,,False,False,32
4118,very well,False,,,,,,,,,,,,False,,False,False,-1
4119,"good afternoon ! i would like the hat and 2 basketballs , if that's okay with you .",False,,,,,,,,,,,,False,,False,False,14
4120,you can have everything else if i can have the ball .,False,,,,,,,,,,,,False,,False,False,19
4121,can i have the books and othe ball ?,False,,,,,,,,,,,,False,,False,False,28
4122,deal,False,,,,,,,,,,,Full,False,,False,True,0
4123,that sounds fair to me .,False,,,,,,,,,,,,False,,False,False,16
4124,"you take the book and 2 balls , i get a hat and 1 ball",False,,,,,,,,,,,,False,,False,False,25
4125,ill take the book and the hat and 1 ball,False,,,,,,,,,,,,False,,False,False,29
4126,thats a bit greedy you can have 3 balls,False,,,,,,,,,,,,False,,False,False,7
4127,no you get 3 balls only,False,,,,,,,,,,,,False,,False,False,7
4128,no deal 3 balls only dont be greedy,False,,,,,,,,,,,,False,,False,False,7
4129,i dont think you understand what greedy is . no deal ill take 4 balls 1 hat and 1 book,False,,,,,,,,,,,,False,,False,False,-1
4130,toobad no deal you're giving me 2 items how is that even fair ?,False,,,,,,,,,,,,False,,False,False,19
4131,maybe maybe not no deal,False,,,,,,,,,,,,False,,False,False,16
4132,thatsgreedy nodeal im not giving in,False,,,,,,,,,,,,False,,False,False,16
4133,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
4134,"i need all the balls and a book , you keep the hat",False,,,,,,,,,,,,False,,False,False,-1
4135,"haha ok , i get the book and 3 balls deal ?",False,,,,,,,,,,,,False,,False,False,7
4136,no 3 balls and the book,False,,,,,,,,,,,,False,,False,False,-1
4137,"your greedy , take hat and 1 ball",False,,,,,,,,,,,,False,,False,False,19
4138,we need points and the 3 balls wont give me enough,False,,,,,,,,,,,,False,,False,False,7
4139,"the hat is no value to me , but it must be to you",False,,,,,,,,,,,,False,,False,False,19
4140,"well i want 3 balls and the book , and im not giving in",False,,,,,,,,,,,,False,,False,False,7
4141,standstill,False,,,,,,,,,,,,False,,False,False,16
4142,if i can have the balls and the books you can have the hats,False,,,,,,,,,,,,False,,False,False,-1
4143,okay that seems reasonable . thank you .,False,,,,,,,,,,,,False,,False,False,16
4144,i need hats and one ball and you keep the rest,False,,,,,,,,,,,,False,,False,False,19
4145,ok then,False,,,,,,,,,,,,False,,False,False,16
4146,you can have the balls if i can have the rest,False,,,,,,,,,,,,False,,False,False,19
4147,"you have have one book if i can have the hat , 2 books , and one ball",False,,,,,,,,,,,,False,,False,False,25
4148,sorry my message was confusing . you can have the balls and a book,False,,,,,,,,,,,,False,,False,False,-1
4149,if i can also have one book that would be great,False,,,,,,,,,,,,False,,False,False,-1
4150,that won't work for me . i need either the balls in addition to a book or the hat,False,,,,,,,,,,,,False,,False,False,34
4151,okay thank you !,False,,,,,,,,,,,Full,False,,False,True,-1
4152,one ball for one hat ?,False,,,,,,,,,,,,False,,False,False,19
4153,ok deal,False,,,,,,,,,,,Full,False,,False,True,8
4154,i'd like balls . you can have rest ?,False,,,,,,,,,,,,False,,False,False,19
4155,cant do that . . . i need both books and the balls,False,,,,,,,,,,,,False,,False,False,34
4156,i really need the books . . . i can give you everything else,False,,,,,,,,,,,,False,,False,False,31
4157,give me hats and books,False,,,,,,,,,,,,False,,False,False,18
4158,give me a book and the hats,False,,,,,,,,,,,,False,,False,False,18
4159,ok,False,,,,,,,,,,,Full,False,,False,True,5
4160,if i can have the books and the hat you can have all of the balls .,False,,,,,,,,,,,,False,,False,False,37
4161,"i'd like one ball , the rest to you",False,,,,,,,,,,,,False,,False,False,19
4162,"no , i really want that ball",False,,,,,,,,,,,,False,,False,False,19
4163,deal,False,,,,,,,,,,,Full,False,,False,True,0
4164,"i'm interested in the ball , too . are you willing to negotiate ?",False,,,,,,,,,,,,False,,False,False,19
4165,"if you really can't part with it , then i guess i'll take the rest ?",False,,,,,,,,,,,,False,,False,False,16
4166,sure . take all the balls i'll get the rest ?,False,,,,,,,,,,,,False,,False,False,19
4167,i can give you 3 balls,False,,,,,,,,,,,,False,,False,False,7
4168,im gonna need th hat as well,False,,,,,,,,,,,,False,,False,False,19
4169,since you want the hat that means its worth alot to you but its also worth alot to me,False,,,,,,,,,,,,False,,False,False,19
4170,its worth 8 to me so i cant give you it,False,,,,,,,,,,,,False,,False,False,-1
4171,are you serious ? i just told you its worth 8 points for me why the hell would i take everything else ?,False,,,,,,,,,,,No Deal,False,,False,True,-1
4172,could i have one ball and the hat ?,False,,,,,,,,,,,,False,,False,False,19
4173,"aint doing me much good , gonna need that hat one way or another .",False,,,,,1,,,,,,Counter,False,,False,True,19
4174,not willing to take everything else and let me keep the hat eh ?,False,,,,,,,,,,,,False,,False,False,19
4175,its worth 7 to me while everything else is worth nothing so that is what im working with over here .,False,,,,,,,,,,,,False,,False,False,19
4176,"well let me know if you wouldl ike to take everything else aside from the hat , its literally the only thing i can offer that doesn't result in me have 0",False,,,,,,,,,,,,False,,False,False,19
4177,"you can have that hat , but i really need the 2 balls myself .",False,,,,,,,,,,,,False,,False,False,19
4178,deal .,False,,,,,,,,,,,Full,False,,False,True,13
4179,i'd like the hat and two balls .,False,,,,,,,,,,,,False,,False,False,19
4180,i'll take the hat and the books then .,False,,,,,,,,,,,,False,,False,False,18
4181,i really need the hat . . . . can you take the book and a ball ?,False,,,,,,,,,,,,False,,False,False,36
4182,"ok , i can live with all the balls , hat and book to you",False,,,,,,,,,,,,False,,False,False,37
4183,i would like the hat and a book,False,,,,,,,,,,,,False,,False,False,22
4184,"no , the hat is a necessity",False,,,,,,,,,,,,False,,False,False,19
4185,"how about you get two balls ,",False,,,,,,,,,,,,False,,False,False,19
4186,how about some begociations,False,,,,,,,,,,,,False,,False,False,16
4187,deal,False,,,,,,,,,,,Full,False,,False,True,0
4188,can i have the balls and hat please ?,False,,,,,,,,,,,,False,,False,False,15
4189,"okay , take two balls and hat , leave me two balls and the books",False,,,,,,,,,,,,False,,False,False,25
4190,okay take the rest and i take the books,False,,,,,,,,,,,,False,,False,False,32
4191,that wont work for me . i need the books hat and 2 balls,False,,,,,,,,,,,,False,,False,False,34
4192,that wont work for me . sorry .,False,,,,,,,,,,,,False,,False,False,16
4193,what are your choices ?,False,,,,,,,,,,,,False,,False,False,16
4194,deal,False,,,,,,,,,,,Full,False,,False,True,0
4195,i'll take three books .,False,,,,,,,,,,,,False,,False,False,7
4196,i would like the book and the hats and you can have all the balls .,False,,,,,,,,,,,,False,,False,False,-1
4197,makes it simple . . . deal,False,,,,,,,,,,,,False,,False,False,16
4198,"i'm sorry , i can't do that . hats have little value to me . i need a book and a ball , and the hats .",False,,,,,,,,,,,,False,,False,False,34
4199,"hmm . how about i take the balls , a book and one hat , and you get three hats ?",False,,,,,,,,,,,,False,,False,False,7
4200,"i guess we're unablet to make a deal then . we'll have to keep saying ""no deal"" until the button appears .",False,,,,,,,,,,,,False,,False,False,16
4201,"i'm sorry , i wish i could do better , but i'm limited with numbers / values .",False,,,,,,,,,,,,False,,False,False,19
