,sentences,greeting,need:books,need:hats,need:balls,offer:books,offer:hats,offer:balls,inquiry,agreement
2131,i need the ball and the hat,,,,,,,,,
2132,i'd all the hats and books,,,,,,,,,
2133,i'd like books and 1 hat or 1 ball .,,,,,,,,,
2134,all i need is the book,,,,,,,,,
2135,i would like either all of the hats or two hats and one book and you can keep the rest,,,,,,,,,
2136,"can i have 2 books , a hat and 2 balls ?",,,,,,,,,
2137,i would like one of each,,,,,,,,,
2138,i'll take the balls if you want book and hat,,,,,,,,,
2139,i would like both books and the hat,,,,,,,,,
2140,what items do you want ?,,,,,,,,,
2141,"hi , i need the book and 2 hats",,,,,,,,,
2142,i would like the book and the ball,,,,,,,,,
2143,if i can have the hats and the ball you can have the books,,,,,,,,,
2144,"hello , may i have the hat and the balls ? you can have 4 books .",,,,,,,,,
2145,i'll take all the hats and 2 of the balls and the book .,,,,,,,,,
2146,if i can have the hat and the book you can have the balls,,,,,,,,,
2147,what would you like,,,,,,,,,
2148,i'd like one of each kind of item . you can have the remaining three books .,,,,,,,,,
2149,i will give you the hat,,,,,,,,,
2150,"hi , can i have one hat , two books and 2 balls ?",,,,,,,,,
2151,i would like the hat and the ball .,,,,,,,,,
2152,"i want the hat , and you can have the rest .",,,,,,,,,
2153,"can i have the book , 1 hat and 2 balls",,,,,,,,,
2154,i would like the ball and two hats,,,,,,,,,
2155,i would like the book and hats you can have the basketball,,,,,,,,,
2156,i'd like the hats . would you like the book and the ball ?,,,,,,,,,
2157,give me teh ball and ahts,,,,,,,,,
2158,i would like 2 books please,,,,,,,,,
2159,that book a big ticket item for yuo ?,,,,,,,,,
2160,"i would just like the ball , please .",,,,,,,,,
2161,i need 2 balls and 1 hat .,,,,,,,,,
2162,"ok you take one book , and one hat",,,,,,,,,
2163,"hello , may i have the hats and books and you can have the balls ?",,,,,,,,,
2164,i can offer the balls,,,,,,,,,
2165,hi there . i'd love the book and a hat or two .,,,,,,,,,
2166,i'd like the hats,,,,,,,,,
2167,"i would like one hat , all else to you",,,,,,,,,
2168,i need the hat and both balls,,,,,,,,,
2169,i need all the balls and the book,,,,,,,,,
2170,how about some basketballs for you and books for me ?,,,,,,,,,
2171,i'll let you have 3 balls and a hat if i can have the book and a hat .,,,,,,,,,
2172,what would you like,,,,,,,,,
2173,i'll give you everything else for the two books,,,,,,,,,
2174,i would like everything,,,,,,,,,
2175,"i'll take the books and hat , you can have the balls",,,,,,,,,
2176,you can have all of the hats if i can have the book and the ball .,,,,,,,,,
2177,"i want the hat . i'll give you the rest , but would like a book too .",,,,,,,,,
2178,you can have both balls if i can have the books and hat,,,,,,,,,
2179,ok you take all hats and i keep the rest,,,,,,,,,
2180,i need the hat and balls,,,,,,,,,
2181,you can have the ball if i can have the books and the hat .,,,,,,,,,
2182,i'd like a book and a hat,,,,,,,,,
2183,ill take 2 hats and 1 book,,,,,,,,,
2184,i ; d be happy with the ball and a hat,,,,,,,,,
2185,hi i would like the ball and hats and you can have the books,,,,,,,,,
2186,how about i get the hat and both basketballs and you can have the books ?,,,,,,,,,
2187,i would be interested in the hat and 2 balls,,,,,,,,,
2188,hello there ! i'd like the basketballs ; you can have everything else .,,,,,,,,,
2189,i'd love just the books .,,,,,,,,,
2190,i would love the books and the hat,,,,,,,,,
2191,"hey there . so , if i get the book and both balls , you can have both hats .",,,,,,,,,
2192,i'd like the book and the hat .,,,,,,,,,
2193,i just want a hat . . i'm bald,,,,,,,,,
2194,i'd like hat and book .,,,,,,,,,
2195,i could do with 1 book and 2 balls . . .,,,,,,,,,
2196,i need the book and 2 hats,,,,,,,,,
2197,could i have the hats and one ball ?,,,,,,,,,
2198,i would like 1 book and 1 ball,,,,,,,,,
2199,i would like the hats and i will give you everything else,,,,,,,,,
2200,i want the ball and two hats,,,,,,,,,
2201,i would like 2 books and 2 balls,,,,,,,,,
2202,if i can have the balls and the hat you can have the books,,,,,,,,,
2203,"i would like both books , and then either a hat or a ball",,,,,,,,,
2204,"if i can have the book , you can have the rest",,,,,,,,,
2205,give me balls and hat,,,,,,,,,
2206,i would like the book and the hat .,,,,,,,,,
2207,i would like one of each .,,,,,,,,,
2208,"i'll take the hats , you can have everything else",,,,,,,,,
2209,you take all balls and i keep the rest,,,,,,,,,
2210,give me the ball and one book and rest is all yours,,,,,,,,,
2211,i'll take the hat . you can have the rest .,,,,,,,,,
2212,"hello , can i have the balls and books ?",,,,,,,,,
2213,i'll take the ball and books you can have the hats,,,,,,,,,
2214,can i get the hats you get ball and books .,,,,,,,,,
2215,i want two balls and two books please,,,,,,,,,
2216,gimme the ball and a book,,,,,,,,,
2217,how about i get the balls and the book and you can have the hats ?,,,,,,,,,
2218,if i can have the balls you can have everything else,,,,,,,,,
2219,i'd like the balls .,,,,,,,,,
2220,if i can have the hat and the ball you can have all of the books,,,,,,,,,
2221,"hi , how about i take the hat and one ball",,,,,,,,,
2222,you can have the hats if i can have the book and ball,,,,,,,,,
2223,i take all the hats and 1 ball .,,,,,,,,,
2224,"hi , id like a ball and 2 hats .",,,,,,,,,
2225,i would like the book and 2 hats pleae,,,,,,,,,
2226,i would like the book and 2 balls,,,,,,,,,
2227,i can let you have the hat and one of the books .,,,,,,,,,
2228,"all books to me , you have all the rest",,,,,,,,,
2229,i would like to have the book and all the balls,,,,,,,,,
2230,i just want books .,,,,,,,,,
2231,you can have the hats .,,,,,,,,,
2232,could i have a book and both hats,,,,,,,,,
2233,"hello , how about i get a hat and 2 books , you can have 2 books and the ball ?",,,,,,,,,
2234,if i can have the hat and the book you can have the balls,,,,,,,,,
2235,i would like 1 of each item,,,,,,,,,
2236,i go for all three balls,,,,,,,,,
2237,hi i would like the books and balls and you can have the hats,,,,,,,,,
2238,can i have the ball and two books,,,,,,,,,
2239,i would like the hat and the balls .,,,,,,,,,
2240,i would like the hat and two of the books .,,,,,,,,,
2241,i`ll take the hat and the ball,,,,,,,,,
2242,i'd like the hats and one ball .,,,,,,,,,
2243,"one book one ball to me , all else to you",,,,,,,,,
2244,gimme the hat and ball,,,,,,,,,
2245,i want the ball and book,,,,,,,,,
2246,i would like the hat and 1 book .,,,,,,,,,
2247,i just want the ball and hat,,,,,,,,,
2248,i'd like 1 of each please .,,,,,,,,,
2249,what would you like,,,,,,,,,
2250,"i want 1 book and 1 ball , you take 2 hat , deal",,,,,,,,,
2251,"i would like the books , balls and a hat please .",,,,,,,,,
2252,hi i would like the hat and books and you can have the balls,,,,,,,,,
2253,i want a ball and 2 hats please .,,,,,,,,,
2254,i would like the basketball and hats . would you like the books ?,,,,,,,,,
2255,if i can have the ball and the books you can have the hats,,,,,,,,,
2256,"hello , may i have the hats and ball ? you can have all the books .",,,,,,,,,
2257,i'll give you 1 of each,,,,,,,,,
2258,i would like the hats and the ball .,,,,,,,,,
2259,i would like the ball and books,,,,,,,,,
2260,"both balls to me , the rest to you",,,,,,,,,
2261,i like the balls,,,,,,,,,
2262,"i can offer a straight split - you get 2 hats and a ball , and i get 2 books and a ball .",,,,,,,,,
2263,what are you looking at here ?,,,,,,,,,
2264,two hats and one book please .,,,,,,,,,
2265,i'd like the book and 1 hat .,,,,,,,,,
2266,i'd like the books and the hat .,,,,,,,,,
2267,"i'd like both hits , you can have the rest",,,,,,,,,
2268,if i can have the book and the hat you can have the balls,,,,,,,,,
2269,i will take the basketball and books you take the hats,,,,,,,,,
2270,i will give you 2 balls and a hat for a book,,,,,,,,,
2271,o want the hats . you take the rest .,,,,,,,,,
2272,"hi , i would like the book and hats and you can have the ball",,,,,,,,,
2273,i'd love me a hat and book,,,,,,,,,
2274,"i'd like the hat , the balls and a book",,,,,,,,,
2275,hi . ill take the hats and book and you can have the balls,,,,,,,,,
2276,i want the ball and all the books .,,,,,,,,,
2277,id like the books and the balls . . . all hats would be yours,,,,,,,,,
2278,can i get the books and the hat ?,,,,,,,,,
2279,if i can have the ball and the hats you can have the books,,,,,,,,,
2280,i want the hats two,,,,,,,,,
2281,can i have both hats and books ?,,,,,,,,,
2282,ok how about you get two hats,,,,,,,,,
2283,i need 1 hat and 2 books,,,,,,,,,
2284,could i have the book and a hat,,,,,,,,,
2285,i would like 3 balls and 1 hat you can have all the books,,,,,,,,,
2286,how about you get three books,,,,,,,,,
2287,i want the books you take the rest,,,,,,,,,
2288,can i have the basketball and 2 hats ?,,,,,,,,,
2289,if i can have the hats and the ball you can have the books,,,,,,,,,
2290,hello . i would like the hat and a book . you can have the rest .,,,,,,,,,
2291,i'd like both books,,,,,,,,,
2292,two books of my books for the ball,,,,,,,,,
2293,i'd like the hat and ball please .,,,,,,,,,
2294,gimme all balls,,,,,,,,,
2295,give me all balls and the hat,,,,,,,,,
2296,i would like the basketballs . you can have the rest .,,,,,,,,,
2297,i would like a ball and at least 1 hat please,,,,,,,,,
2298,cann i just have 2 books annd 1 ball,,,,,,,,,
2299,"hi , can i have the ball and 2 hats ?",,,,,,,,,
2300,ill take two balls and thehat,,,,,,,,,
2301,hi i would like the ball and hats and you can have the books,,,,,,,,,
2302,oh this is ugly . i'd like to keep all 3 hats . what's your offer ?,,,,,,,,,
2303,i'd like ball . you can have the rest .,,,,,,,,,
2304,"you take the hats , i keep the books and the balls",,,,,,,,,
2305,"i would like the ball and 2 books , you have have all the hats and 1 book",,,,,,,,,
2306,balls are worth a lot for me so i won't trade it,,,,,,,,,
2307,if i get the balls you can have the rest,,,,,,,,,
2308,what would you like,,,,,,,,,
2309,gimme the ball,,,,,,,,,
2310,i would love the book and two balls,,,,,,,,,
2311,i'd like the book and hat and we can split the balls .,,,,,,,,,
2312,i'd like the balls . you can have the rest .,,,,,,,,,
2313,i want the book and 2 hats,,,,,,,,,
2314,if i can have the hat and the books you can have the balls,,,,,,,,,
2315,i would like the book and hats,,,,,,,,,
2316,i'd like hat and 1 ball .,,,,,,,,,
2317,let me get two balls and a book,,,,,,,,,
2318,i would like the hats .,,,,,,,,,
2319,i would like the hat and books .,,,,,,,,,
2320,"how about i take the ball and two hats , you get the books and the other hat ?",,,,,,,,,
2321,if i can have the books and the ball you can have all of the hats,,,,,,,,,
2322,"hello , may i have the ball and the hats ? you can have all 4 books .",,,,,,,,,
2323,"i'd like the hat and books , you take the balls .",,,,,,,,,
2324,i want the books the ball and one hat,,,,,,,,,
2325,"id like the hat and two balls , the book and one ball for you",,,,,,,,,
2326,i'd like balls and 1 book .,,,,,,,,,
2327,i would like the books and the ball ?,,,,,,,,,
2328,i'd really like both books . what are you looking at ?,,,,,,,,,
2329,you can have all the balls if i can have the hat and the book,,,,,,,,,
2330,"hi , i just want the 2 balls and 2 books",,,,,,,,,
2331,want book and 2 balls,,,,,,,,,
2332,i want the book and the balls .,,,,,,,,,
2333,hats and balls for me,,,,,,,,,
2334,"hi , i need the book and 2 balls",,,,,,,,,
2335,"gimme books and balls , you have rest",,,,,,,,,
2336,"i'd like the book and the balls , you keep the hats !",,,,,,,,,
2337,i want the book and balls,,,,,,,,,
2338,i would like the book,,,,,,,,,
2339,i give you all balls and i keep the rest,,,,,,,,,
2340,i need the book and the balls,,,,,,,,,
2341,i would like both balls .,,,,,,,,,
2342,i would like the book and the ball and you can have all the hats .,,,,,,,,,
2343,i keep book you get everythign else,,,,,,,,,
2344,"hi , i would like the book and 2 balls , and can give you 2 hats and 1 ball",,,,,,,,,
2345,i'll give you 1 ball and a hat,,,,,,,,,
2346,i will give you 2 books for a hat ?,,,,,,,,,
2347,"hello , may i have both balls ? you can have the rest .",,,,,,,,,
2348,i would like the hats and the book .,,,,,,,,,
2349,i'll take two balls . you can have the rest .,,,,,,,,,
2350,i would like the ball and the book .,,,,,,,,,
2351,i would like the balls and the book .,,,,,,,,,
2352,i need a book 1 hat 2 balls,,,,,,,,,
2353,i would like 1 ball 1 hat 1 book,,,,,,,,,
2354,! of each for me,,,,,,,,,
2355,i would like the ball and 1 hat and 2 books,,,,,,,,,
2356,i need hat and 2 balls,,,,,,,,,
2357,"if i can have the book , hat , and one ball you can have the other 3 balls . does this work for you ?",,,,,,,,,
2358,i just want the balls,,,,,,,,,
2359,if i can have all the balls and one hat you can have the rest,,,,,,,,,
2360,gimme the 3 hats and 2 balls,,,,,,,,,
2361,you can have the books,,,,,,,,,
2362,"i would just like the book and one hat , you can have the rest",,,,,,,,,
2363,i want the hats and a book,,,,,,,,,
2364,"i would like the hat , the ball and 1 book",,,,,,,,,
2365,if i can have the book and the balls you can have the hats,,,,,,,,,
2366,i'd like all the books and you can have everything else .,,,,,,,,,
2367,you can have 2 balls & 1 hat,,,,,,,,,
2368,i would like one of each please,,,,,,,,,
2369,do you need any of these more than the rest ? all the same for me,,,,,,,,,
2370,"you take both hats , i take both books and a ball",,,,,,,,,
2371,i'll take the book and one ht,,,,,,,,,
2372,"hello there ! i'd like the book and the hats , you can keep the balls ?",,,,,,,,,
2373,you can have the hat .,,,,,,,,,
2374,i'd like the book and 1 hat .,,,,,,,,,
2375,"you get the hats and the ball , i get the book",,,,,,,,,
2376,three balls and a book is what i need please,,,,,,,,,
2377,"i'd like the hat and the books , you can have all the basketballs .",,,,,,,,,
2378,all i want is the ball,,,,,,,,,
2379,i'd like 2 balls and a hat .,,,,,,,,,
2380,"hello , i would like 1 of each",,,,,,,,,
2381,i want two books and one hat . you get a hat and the balls .,,,,,,,,,
2382,hi can i have 1 book and 1 hat please ?,,,,,,,,,
2383,i like the balls and the book,,,,,,,,,
2384,"both hats , you get the rest",,,,,,,,,
2385,what would you like today ?,,,,,,,,,
2386,i would like the book and the balls .,,,,,,,,,
2387,i want the ball and the book,,,,,,,,,
2388,i will give you two hats and 1 book if i can get the rest .,,,,,,,,,
2389,i need the book and 2 hats and 1 ball,,,,,,,,,
2390,hi . ill take the book and hats and you can have the balls,,,,,,,,,
2391,"how about 3 balls and a book for me , you can have 1 ball and the hat ?",,,,,,,,,
2392,i would like the ball,,,,,,,,,
2393,i'll take all the balls,,,,,,,,,
2394,i want the book and the three hats,,,,,,,,,
2395,i'll take the hats you can have everything else,,,,,,,,,
2396,i'll take all the items .,,,,,,,,,
2397,i get the hats you can have the rest,,,,,,,,,
2398,i'll take the hat and books .,,,,,,,,,
2399,"hi , i would like the hat and book and you can have the balls .",,,,,,,,,
2400,i'd like all the books,,,,,,,,,
2401,i'll take balls and books,,,,,,,,,
2402,heyo,,,,,,,,,
2403,i'll take the book . you can have the rest .,,,,,,,,,
