g,dialog,selection,reward,outcome
1 8 2 0 2 1 ,"['YOU: ok how about that ? ', "" THEM: i didn't see anything , but i how about that , so i'll ask for one book , the rest to you "", ' YOU: nah i ll take the book and the rest is yours ', ' THEM: deal ']", item0=1 item1=0 item2=0 ,8 agree, 1 6 2 1 2 1
2 5 1 0 2 0 ,"['YOU: i need both books and a ball ', "" THEM: i'd go for a hat and 1 of whichever is lesser value for you "", ' YOU: ill take 2 books and a ball then ']", item0=2 item1=0 item2=1 ,10 agree, 2 2 1 2 2 2
2 2 1 2 2 2 ,"['THEM: i need both books and a ball ', "" YOU: i'd go for a hat and 1 of whichever is lesser value for you "", ' THEM: ill take 2 books and a ball then ']", item0=0 item1=1 item2=1 ,4 agree, 2 5 1 0 2 0
2 0 1 4 2 3 ,"['THEM: what would you like ? ', ' YOU: i would like the hat and balls . are you interested in the books ? ', ' THEM: i can take the books , but i also need something else ', ' YOU: how about i take the hat and a ball . you take the books and a ball ? ', ' THEM: ok i can take books and one ball ', ' YOU: sounds good . deal ! ']", item0=0 item1=1 item2=1 ,7 agree, 2 2 1 2 2 2
2 2 1 2 2 2 ,"['YOU: what would you like ? ', ' THEM: i would like the hat and balls . are you interested in the books ? ', ' YOU: i can take the books , but i also need something else ', ' THEM: how about i take the hat and a ball . you take the books and a ball ? ', ' YOU: ok i can take books and one ball ', ' THEM: sounds good . deal ! ']", item0=2 item1=0 item2=1 ,6 agree, 2 0 1 4 2 3
1 6 1 1 3 1 ,"['THEM: i will take the book and hat you take the balls ', ' YOU: how about you take all books and i take the rest ', ' THEM: no can do i will take the book and the balls you take the hat ', ' YOU: i ll take the book and two balls and you take the rest ', ' THEM: no can do i need the book and 2 balls or the the book and hat ', ' YOU: no deal , i need the book ', "" THEM: i can't give up the book . i will take the book and 1 other item you choose "", ' YOU: no deal ', "" THEM: it's looking like we may not be able to make a deal . "", ' YOU: thats correct ']", no agreement ,no agreement agree, 1 5 1 2 3 1
1 5 1 2 3 1 ,"['YOU: i will take the book and hat you take the balls ', ' THEM: how about you take all books and i take the rest ', ' YOU: no can do i will take the book and the balls you take the hat ', ' THEM: i ll take the book and two balls and you take the rest ', ' YOU: no can do i need the book and 2 balls or the the book and hat ', ' THEM: no deal , i need the book ', "" YOU: i can't give up the book . i will take the book and 1 other item you choose "", ' THEM: no deal ', "" YOU: it's looking like we may not be able to make a deal . "", ' THEM: thats correct ']", no agreement ,no agreement agree, 1 6 1 1 3 1
3 0 1 8 1 2 ,"['YOU: if i can have the hat and the ball you can have the books ', ' THEM: no way , i want the hat and 1 book . ', ' YOU: i can not give up the hat . . . would you be willing to accept the ball and one book ? ', ' THEM: the hat is worth more to me than the ball or book . ', ' YOU: me as well . i can not give up the hat . so if you are not willing to give it up we can not make a deal ', ' THEM: i guess we can not have a deal then . ', "" YOU: okay i'm sorry . no deal . "", ' THEM: no deal . ', ' YOU: no deal . ']", item0=3 item1=1 item2=1 ,10 disagree, 3 1 1 7 1 0
2 2 2 3 1 0 ,"['THEM: gimme the books ', ' YOU: how about you take one book and the ball instead ? ', ' THEM: ok ']", item0=1 item1=2 item2=0 ,8 agree, 2 4 2 0 1 2
2 4 2 0 1 2 ,"['YOU: gimme the books ', ' THEM: how about you take one book and the ball instead ? ', ' YOU: ok ']", item0=1 item1=0 item2=1 ,6 agree, 2 2 2 3 1 0
1 6 3 1 1 1 ,"['THEM: i just want the book . ', ' YOU: i would also like the book ', "" THEM: the book is the only thing i'm interested in . "", ' YOU: ok , lets do it ']", item0=0 item1=3 item2=1 ,4 agree, 1 9 3 0 1 1
1 9 3 0 1 1 ,"['YOU: i just want the book . ', ' THEM: i would also like the book ', "" YOU: the book is the only thing i'm interested in . "", ' THEM: ok , lets do it ']", item0=1 item1=0 item2=0 ,9 agree, 1 6 3 1 1 1
2 0 2 3 1 4 ,"['THEM: i need both books , and 1 hat . ', ' YOU: i can give both books but really need the rest ', ' THEM: alternatively i can take both hats and 1 book . ', ' YOU: i really need the hats and the ball . . . imagine what youll learn with two books ! ', ' THEM: i like reading , but i also like hats . ', ' YOU: ok , ill take one hat and the ball ', ' THEM: deal ']", item0=0 item1=1 item2=1 ,7 agree, 2 3 2 2 1 0
2 3 2 2 1 0 ,"['YOU: i need both books , and 1 hat . ', ' THEM: i can give both books but really need the rest ', ' YOU: alternatively i can take both hats and 1 book . ', ' THEM: i really need the hats and the ball . . . imagine what youll learn with two books ! ', ' YOU: i like reading , but i also like hats . ', ' THEM: ok , ill take one hat and the ball ', ' YOU: deal ']", item0=2 item1=1 item2=0 ,8 agree, 2 0 2 3 1 4
1 2 2 2 4 1 ,"['THEM: hello , if i could get the hats and one ball , i will give you the book and 3 balls . ', ' YOU: sorry that`s not good on my side , i need all balls and the hats ', ' THEM: this seems as if you are trying to be unreasonable . how about i give you the book , a hat and a ball , and i get the hat and 3 balls . ', ' YOU: we have different points . so i`m not trying to be unreasonable , as you said i get 5 points ', ' THEM: okay well you are giving me one book and taking all hats and all balls . ', ' YOU: on my side that is fair . i don`t know what points you have . don`t want to me rude or anything , we just have different points ', ' THEM: that will be - 0 points for me , 10 points for you . ', ' YOU: then no deal and we can move on ', ' THEM: i take book and a hat , - and one ball and you take the rest ', ' YOU: no deal , sorry ', ' THEM: okay well im very glad we are wasting the time for our real reward , please offer something where i get more then just the book because the book is 0 for me ']", no agreement ,no agreement disagree, 1 0 2 3 4 1
1 0 2 3 4 1 ,"['YOU: hello , if i could get the hats and one ball , i will give you the book and 3 balls . ', ' THEM: sorry that`s not good on my side , i need all balls and the hats ', ' YOU: this seems as if you are trying to be unreasonable . how about i give you the book , a hat and a ball , and i get the hat and 3 balls . ', ' THEM: we have different points . so i`m not trying to be unreasonable , as you said i get 5 points ', ' YOU: okay well you are giving me one book and taking all hats and all balls . ', ' THEM: on my side that is fair . i don`t know what points you have . don`t want to me rude or anything , we just have different points ', ' YOU: that will be - 0 points for me , 10 points for you . ', ' THEM: then no deal and we can move on ', ' YOU: i take book and a hat , - and one ball and you take the rest ', ' THEM: no deal , sorry ', ' YOU: okay well im very glad we are wasting the time for our real reward , please offer something where i get more then just the book because the book is 0 for me ']", item0=0 item1=2 item2=1 ,7 disagree, 1 2 2 2 4 1
2 3 1 0 4 1 ,"['THEM: hello ', ' YOU: hello , i need 2 books and 2 balls , you can have the hat and 2 balls ', ' THEM: that sounds good to me . ']", item0=2 item1=0 item2=2 ,8 agree, 2 1 1 8 4 0
2 1 1 8 4 0 ,"['YOU: hello ', ' THEM: hello , i need 2 books and 2 balls , you can have the hat and 2 balls ', ' YOU: that sounds good to me . ']", item0=0 item1=1 item2=2 ,8 agree, 2 3 1 0 4 1
4 1 1 6 1 0 ,"['YOU: if i can have the hat and two books you can have the rest ', ' THEM: how about the hat and 1 book ', "" YOU: that won't work for me . i need both books and the hat "", ' THEM: okay ', ' YOU: will that work for you ? ', ' THEM: yes , i get the ball and 2 books , correct ? ', ' YOU: correct . ']", item0=2 item1=1 item2=0 ,8 agree, 4 1 1 0 1 6
4 1 1 0 1 6 ,"['THEM: if i can have the hat and two books you can have the rest ', ' YOU: how about the hat and 1 book ', "" THEM: that won't work for me . i need both books and the hat "", ' YOU: okay ', ' THEM: will that work for you ? ', ' YOU: yes , i get the ball and 2 books , correct ? ', ' THEM: correct . ']", item0=2 item1=0 item2=1 ,8 agree, 4 1 1 6 1 0
1 2 1 2 3 2 ,"['THEM: i want the book and hat . ', ' YOU: deal ']", item0=0 item1=0 item2=3 ,6 agree, 1 9 1 1 3 0
1 9 1 1 3 0 ,"['YOU: i want the book and hat . ', ' THEM: deal ']", item0=1 item1=1 item2=0 ,10 agree, 1 2 1 2 3 2
1 4 2 2 2 1 ,"['YOU: i would like the book and one hat ', ' THEM: deal ', ' YOU: thanks ']", item0=1 item1=1 item2=0 ,6 agree, 1 2 2 0 2 4
1 2 2 0 2 4 ,"['THEM: i would like the book and one hat ', ' YOU: deal ', ' THEM: thanks ']", item0=0 item1=1 item2=2 ,8 agree, 1 4 2 2 2 1
1 2 3 2 1 2 ,"[""THEM: i'll take all the items . "", ' YOU: amusing . . . all hats for me , ball and book for you ', "" THEM: i'll take the ball , the book and 1 hat . "", "" YOU: subtract any one of those and we're done "", "" THEM: ok , i'll take the ball and 1 hat . "", ' YOU: deal ']", item0=1 item1=2 item2=0 ,6 agree, 1 1 3 1 1 6
1 1 3 1 1 6 ,"[""YOU: i'll take all the items . "", ' THEM: amusing . . . all hats for me , ball and book for you ', "" YOU: i'll take the ball , the book and 1 hat . "", "" THEM: subtract any one of those and we're done "", "" YOU: ok , i'll take the ball and 1 hat . "", ' THEM: deal ']", item0=0 item1=1 item2=1 ,7 agree, 1 2 3 2 1 2
1 5 3 1 1 2 ,"['YOU: i want the book and ball ', ' THEM: i need the book . you can have everything else . ', ' YOU: deal ']", item0=0 item1=3 item2=1 ,5 agree, 1 9 3 0 1 1
1 9 3 0 1 1 ,"['THEM: i want the book and ball ', ' YOU: i need the book . you can have everything else . ', ' THEM: deal ']", item0=1 item1=0 item2=0 ,9 agree, 1 5 3 1 1 2
2 2 3 1 1 3 ,"['THEM: i would like both books , you may have the rest . ', ' YOU: i need 1 book , you can have 1 book and 2 hats ', ' THEM: deal . ', ' YOU: sounds good you get 1 book and 2 hats ']", item0=1 item1=1 item2=1 ,6 agree, 2 5 3 0 1 0
2 5 3 0 1 0 ,"['YOU: i would like both books , you may have the rest . ', ' THEM: i need 1 book , you can have 1 book and 2 hats ', ' YOU: deal . ', ' THEM: sounds good you get 1 book and 2 hats ']", item0=1 item1=2 item2=0 ,5 agree, 2 2 3 1 1 3
2 3 3 1 1 1 ,"['THEM: 1 book 1 ball ', ' YOU: sounds good . i will take one book and 3 hats then ']", item0=1 item1=3 item2=0 ,6 disagree, 2 5 3 0 1 0
1 2 1 0 4 2 ,"['THEM: how about the book and the hat for me ? ', ' YOU: ok , sounds good ', ' THEM: deal ']", item0=0 item1=0 item2=4 ,8 agree, 1 7 1 3 4 0
1 7 1 3 4 0 ,"['YOU: how about the book and the hat for me ? ', ' THEM: ok , sounds good ', ' YOU: deal ']", item0=1 item1=1 item2=0 ,10 agree, 1 2 1 0 4 2
2 0 1 4 3 2 ,"['THEM: i would really like the hat , both books and a ball . ', ' YOU: no way , i need the hat and 2 balls ', "" THEM: can't part with the hat . i'll give you 2 balls though . "", ' YOU: i need everything else if you get the hat ', ' THEM: give me the hat and 2 books then . ', ' YOU: i need the balls and 1 book ', ' THEM: you can have 1 book and 2 balls . ', ' YOU: if you take the hat i need 3 balls and 1 book ', ' THEM: fine . deal . ']", item0=1 item1=0 item2=3 ,6 agree, 2 3 1 4 3 0
2 3 1 4 3 0 ,"['YOU: i would really like the hat , both books and a ball . ', ' THEM: no way , i need the hat and 2 balls ', "" YOU: can't part with the hat . i'll give you 2 balls though . "", ' THEM: i need everything else if you get the hat ', ' YOU: give me the hat and 2 books then . ', ' THEM: i need the balls and 1 book ', ' YOU: you can have 1 book and 2 balls . ', ' THEM: if you take the hat i need 3 balls and 1 book ', ' YOU: fine . deal . ']", item0=1 item1=1 item2=0 ,7 agree, 2 0 1 4 3 2
1 1 3 1 1 6 ,"[""YOU: i'd like a ball to hold my hat on "", ' THEM: okay , you can have one ball . ']", item0=0 item1=1 item2=1 ,7 disagree, 1 2 3 2 1 2
1 2 3 2 1 2 ,"[""THEM: i'd like a ball to hold my hat on "", ' YOU: okay , you can have one ball . ']", item0=1 item1=3 item2=0 ,8 disagree, 1 1 3 1 1 6
2 2 4 0 1 6 ,"[""THEM: i'll take the hats , you can have all the rest "", ' YOU: agreed upon ']", item0=2 item1=0 item2=1 ,10 agree, 2 0 4 2 1 2
2 0 4 2 1 2 ,"[""YOU: i'll take the hats , you can have all the rest "", ' THEM: agreed upon ']", item0=0 item1=4 item2=0 ,8 agree, 2 2 4 0 1 6
1 0 4 0 1 10,"[' THEM: i will givebook and ball for hats ', ' YOU: would you be willing to give 1 hat also ? ', ' THEM: a hat for the ball ? ', ' YOU: no no i need the ball ', ' THEM: ok , then 1 hat for 1 book ', ' YOU: yes , so i get the ball and 1 hat and you get 3 hats 1 book ']", item0=0 item1=1 item2=1 ,10 agree, 1 1 4 2 1 1
1 1 4 2 1 1 ,"['YOU: i will givebook and ball for hats ', ' THEM: would you be willing to give 1 hat also ? ', ' YOU: a hat for the ball ? ', ' THEM: no no i need the ball ', ' YOU: ok , then 1 hat for 1 book ', ' THEM: yes , so i get the ball and 1 hat and you get 3 hats 1 book ']", item0=1 item1=3 item2=0 ,7 agree ,1 0 4 0 1 10
1 8 2 0 2 1 ,"['YOU: i would like 3 books ', ' THEM: there are not 3 books ', ' YOU: how about 2 books and a basketball ', ' THEM: there is only 1 book , and i will give you the rest but keep the book if that works for you ? ', ' YOU: how about i get the book and you keep the rest ? ', ' THEM: ok ']", item0=1 item1=0 item2=0 ,8 agree, 1 6 2 1 2 1
1 6 2 1 2 1 ,"['THEM: i would like 3 books ', ' YOU: there are not 3 books ', ' THEM: how about 2 books and a basketball ', ' YOU: there is only 1 book , and i will give you the rest but keep the book if that works for you ? ', ' THEM: how about i get the book and you keep the rest ? ', ' YOU: ok ']", item0=0 item1=2 item2=2 ,4 agree, 1 8 2 0 2 1
1 2 2 1 2 3 ,"['THEM: i would like 2 hats ', ' YOU: deal ', ' THEM: ty ']", item0=1 item1=0 item2=2 ,8 agree, 1 0 2 5 2 0
1 0 2 5 2 0 ,"['YOU: i would like 2 hats ', ' THEM: deal ', ' YOU: ty ']", item0=0 item1=2 item2=0 ,10 agree, 1 2 2 1 2 3
1 8 2 1 2 0 ,"['YOU: i would like the book and a hat . ', "" THEM: i want both hats and the balls if you're taking the book "", ' YOU: i will agree to that . ']", item0=1 item1=0 item2=0 ,8 agree, 1 4 2 2 2 1
1 4 2 2 2 1 ,"['THEM: i would like the book and a hat . ', "" YOU: i want both hats and the balls if you're taking the book "", ' THEM: i will agree to that . ']", item0=0 item1=2 item2=2 ,6 agree, 1 8 2 1 2 0
3 2 1 3 1 1 ,"['YOU: i would like the hat and all the books . ', "" THEM: i'd be content with only the hat "", ' YOU: fair enough . ']", item0=3 item1=0 item2=1 ,7 agree, 3 1 1 6 1 1
3 1 1 6 1 1 ,"['THEM: i would like the hat and all the books . ', "" YOU: i'd be content with only the hat "", ' THEM: fair enough . ']", item0=0 item1=1 item2=0 ,6 agree, 3 2 1 3 1 1
2 5 1 0 3 0 ,"['THEM: all balls to me , you have rest ', "" YOU: you can take the hat also . i'll just take the two books "", ' THEM: ok deal ']", item0=2 item1=0 item2=0 ,10 agree, 2 1 1 2 3 2
2 1 1 2 3 2 ,"['YOU: all balls to me , you have rest ', "" THEM: you can take the hat also . i'll just take the two books "", ' YOU: ok deal ']", item0=0 item1=1 item2=3 ,8 agree, 2 5 1 0 3 0
3 1 3 0 1 7 ,"['YOU: ball and 2 books please ', ' THEM: ok but only one book then ', ' YOU: done 2 books for you and all hats and i will take the ball and one bok ', ' THEM: ok deal ']", item0=1 item1=0 item2=1 ,8 agree, 3 1 3 2 1 1
3 1 3 2 1 1 ,"['THEM: ball and 2 books please ', ' YOU: ok but only one book then ', ' THEM: done 2 books for you and all hats and i will take the ball and one bok ', ' YOU: ok deal ']", item0=2 item1=3 item2=0 ,8 agree, 3 1 3 0 1 7
1 4 2 3 2 0 ,"['YOU: i would like the book and the hats . ', ' THEM: i need the hats ', ' YOU: i need at least one hat . ', ' THEM: we can split the hats if i get both balls ', ' YOU: deal . ']", item0=1 item1=1 item2=0 ,7 agree, 1 0 2 4 2 1
1 0 2 4 2 1 ,"['THEM: i would like the book and the hats . ', ' YOU: i need the hats ', ' THEM: i need at least one hat . ', ' YOU: we can split the hats if i get both balls ', ' THEM: deal . ']", item0=0 item1=1 item2=2 ,6 agree, 1 4 2 3 2 0
1 1 3 0 1 9 ,"['YOU: hi , i would like the ball and book and you can have the hats ', "" THEM: i'd like two hats and the book , you can have one hat and the ball . "", ' YOU: ok , i can do that . ', ' THEM: ok , deal ']", item0=0 item1=1 item2=1 ,9 agree, 1 2 3 2 1 2
1 2 3 2 1 2 ,"['THEM: hi , i would like the ball and book and you can have the hats ', "" YOU: i'd like two hats and the book , you can have one hat and the ball . "", ' THEM: ok , i can do that . ', ' YOU: ok , deal ']", item0=1 item1=2 item2=0 ,6 agree, 1 1 3 0 1 9
3 3 1 1 3 0 ,"['YOU: hi , can i have 3 books ? ', ' THEM: would you be willing to take two books and leave me with one ? ', ' YOU: sorry , can`t do that ', ' THEM: alright . i need the hat and all the balls , you can have the three books . deal ? ', ' YOU: deal ']", item0=3 item1=0 item2=0 ,9 agree, 3 1 1 4 3 1
3 1 1 4 3 1 ,"['THEM: hi , can i have 3 books ? ', ' YOU: would you be willing to take two books and leave me with one ? ', ' THEM: sorry , can`t do that ', ' YOU: alright . i need the hat and all the balls , you can have the three books . deal ? ', ' THEM: deal ']", item0=0 item1=1 item2=3 ,7 agree, 3 3 1 1 3 0
2 1 2 2 1 4 ,"['THEM: i want the book and hats you can have the ball ', "" YOU: i can't give you all the books and the hats , that's just not fair . i will give you all of the books "", ' THEM: both books and one hat , life is not fair ', ' YOU: no , i need the ball and both hats . ', ' THEM: going to have to give up a hat ', ' YOU: nope , like you said , life is not fair . ', ' THEM: well no deal then ', ' YOU: okay , then i guess there will be no deal ', ' THEM: no deal ', ' YOU: no deal ']", no agreement ,no agreement agree, 2 3 2 2 1 0
2 3 2 2 1 0 ,"['YOU: i want the book and hats you can have the ball ', "" THEM: i can't give you all the books and the hats , that's just not fair . i will give you all of the books "", ' YOU: both books and one hat , life is not fair ', ' THEM: no , i need the ball and both hats . ', ' YOU: going to have to give up a hat ', ' THEM: nope , like you said , life is not fair . ', ' YOU: well no deal then ', ' THEM: okay , then i guess there will be no deal ', ' YOU: no deal ', ' THEM: no deal ']", no agreement ,no agreement agree, 2 1 2 2 1 4
2 2 1 2 4 1 ,"[""YOU: i'd like 2 books and a hat "", ' THEM: i just need the hat , you can have the rest ', ' YOU: ok deal ']", no agreement ,no agreement disagree ,2 0 1 10 4 0
