index,sentences,template
9586,deal,_deal 
9593,ok,_deal 
9606,ok deal,_deal 
9609,"okay , deal",_deal 
9610,a ball and two books is what i need . nothing less .,_need (_books:2 _balls:1) 
9612,deal,_deal 
9617,no deal,_nodeal 
9621,no deal,_nodeal 
9622,no deal,_nodeal 
9628,ok,_deal 
9629,yes,_deal 
9637,ok deal,_deal 
9641,sounds good .,_deal 
9645,alright . i will take the books and you can have the rest,_yes _need (_books:all ) _offer (_books:rest _hats:rest _balls:rest) 
9655,deal,_deal 
9656,"all hats to you , rest to me",_need (_books:rest _hats:rest _balls:rest) _offer (_hats:all ) 
9657,ok deal,_deal 
9658,hi,_greeting 
9661,deal .,_deal 
9663,ok,_deal 
9665,deal .,_deal 
9669,balls are 4 points for me . no deal .,_nodeal 
9677,okay thank you !,_deal 
9682,and i need 1 ball,_need (_balls:1) 
9683,no deal,_nodeal 
9686,no deal,_nodeal 
9687,no deal,_nodeal 
9691,deal .,_deal 
9693,alright .,_deal 
9695,okay great ! thank you !,_deal 
9700,deal,_deal 
9703,thank you !,_deal 
9705,deal,_deal 
9712,ok,_deal 
9716,okay deal .,_deal 
9722,deal,_deal 
9725,deal,_deal 
9749,ok,_deal 
9758,no deal,_nodeal 
9766,great,_deal 
9768,deal .,_deal 
9772,deal,_deal 
9774,thx,_deal _thanks 
9776,thank you !,_deal 
9778,okay,_deal 
9779,thanks,_deal _thanks 
9785,ok,_deal 
9787,deal,_deal 
9791,"books , hat and 1 ball for me deal",_need (_books:all _hats:1 _balls:1) 
9792,deal,_deal 
9794,ok,_deal 
9798,deal,_deal 
9802,ok,_deal 
9804,deal,_deal 
9810,"okay , deal",_deal 
9811,all i want are the hats you can have the rest,_need (_hats:all ) _offer (_books:rest _hats:rest _balls:rest) 
9818,ok,_deal 
9819,deal,_deal 
9826,deal,_deal 
9828,mmm deal,_deal 
9830,thank you .,_deal 
9832,deal,_deal 
9835,thanks,_deal _thanks 
9837,any chance i can get 2 hats and the ball ?,_need (_hats:2 _balls:1) 
9842,i agree .,_deal 
9860,"alright , i'll settle for that deal .",_deal 
9863,i can do that,_deal 
9865,okay deal,_deal 
9867,no deal,_nodeal 
9875,no deal,_nodeal 
9878,sounds good,_deal 
9890,okay thanks,_deal 
9892,deal,_deal 
9901,deal,_deal 
9903,"1 book , 1 hat and 1 ball",_misc (_books:1 _hats:1 _balls:1) 
9914,deal,_deal 
9922,sounds good,_deal 
9923,great,_deal 
9926,ok,_deal 
9930,"ok , no deal",_nodeal 
9931,yep,_deal 
9935,no deal,_nodeal 
9938,deal,_deal 
9943,ok,_deal 
9946,deal .,_deal 
9949,yes,_deal 
9952,alright,_deal 
9956,deal,_deal 
9958,yes .,_deal 
9965,book and one hat to me,_need (_books:1 _hats:1 ) 
9971,ok,_deal 
9980,"okay , deal .",_deal 
9984,2 books and a hat to me,_need (_books:2 _hats:1 ) 
9986,deal,_deal 
9988,best offer is i settle for 2 books,_need (_books:2 ) 
9989,ok,_deal 
9991,okay,_deal 
9995,deal,_deal 
9999,deal .,_deal 
10004,no deal,_nodeal 
10008,ok,_deal 
10009,no deal,_nodeal 
10012,"yup no deal , how about i get the ball and you keep the rest",_counteroffer _need (_balls:1) _offer (_books:rest _hats:rest _balls:rest) 
10013,no deal,_nodeal 
10020,yep,_deal 
10024,ok deal,_deal 
10034,deal,_deal 
10051,no,_nodeal 
10057,no deal,_nodeal 
10058,sounds good,_deal 
10063,ok,_deal 
10067,"ok , no deal",_nodeal 
10068,yup,_deal 
10069,nope,_nodeal 
10074,no deal,_nodeal 
10078,great !,_deal 
10079,ok,_deal 
10087,no deal .,_nodeal 
10089,ok,_deal 
10093,deal,_deal 
10096,ok,_deal 
10111,no deal .,_nodeal 
10137,no deal .,_nodeal 
10138,no deal .,_nodeal 
10141,deal,_deal 
10143,"2 books for me 1 ball , deal",_need (_books:2 _balls:1) 
10144,okay .,_deal 
10151,ok,_deal 
10162,yes,_deal 
10166,deal,_deal 
10167,ok,_deal 
10169,okay great ! thank you !,_deal 
10180,ok deal,_deal 
10191,okay thank you !,_deal 
10193,deal,_deal 
10201,deal,_deal 
10205,books and balls,_misc (_books:all _balls:all) 
10206,1 ball and one book for me,_need (_books:1 _balls:1) 
10209,no deal,_nodeal 
10216,"book is even more valuable to me , its a gift from grandfather . book and 3 hats to me , rest to you .",_need (_books:1 _hats:3 ) _offer (_books:rest _hats:rest _balls:rest) 
10221,yep,_deal 
10223,and i can get the rest ?,_need (_books:rest _hats:rest _balls:rest) 
10228,ok,_deal 
10233,ok no deal,_nodeal 
10234,ok,_deal 
10239,deal,_deal 
10249,deal .,_deal 
10251,thank you !,_deal 
10253,ok deal .,_deal 
10259,1 book and 1 ball for me .,_need (_books:1 _balls:1) 
10263,1 ball and a hat,_misc (_hats:1 _balls:1) 
10264,1 book,_misc (_books:1 ) 
10266,ok deal,_deal 
10269,deal,_deal 
10274,deal .,_deal 
10276,ok deal,_deal 
10287,no deal .,_nodeal 
10289,deal .,_deal 
10291,deal,_deal 
10293,ok deal,_deal 
10306,deal,_deal 
10328,yes,_deal 
10330,deal .,_deal 
10334,thanks,_deal _thanks 
10348,fine,_deal 
10352,fine,_deal 
10357,okay deal .,_deal 
10363,ok deal,_deal 
10365,"yes , thanks",_deal 
10369,deal,_deal 
10376,ok,_deal 
10379,deal,_deal 
10380,no,_nodeal 
10381,deal,_deal 
10382,yes,_deal 
10383,ok,_deal 
10385,great,_deal 
10387,deal,_deal 
10390,deal,_deal 
10394,deal,_deal 
10396,deal .,_deal 
10398,yes,_deal 
10399,thanks,_deal _thanks 
10401,okay great ! thank you !,_deal 
10406,no deal,_nodeal 
10412,are you willing to take one of the hats instead of the book ?,_offer (_books:0 _hats:1 ) 
10413,ok .,_deal 
10418,ok deal,_deal 
10422,great,_deal 
10428,ok deal,_deal 
10432,2 hats for me and the rest for you ? i think i'd be able to deal with that .,_need (_hats:2 ) _offer (_books:rest _hats:rest _balls:rest) 
10436,deal .,_deal 
10438,great,_deal 
10444,ok deal,_deal 
10449,"alright . you can take the hat . i'll take two balls , i don't need any books at this time .",_yes _need (_books:0 _balls:2) _offer (_hats:1 ) 
10455,okay deal,_deal 
10463,okay thank you !,_deal 
10465,ok,_deal 
10470,"alright deal , thank you .",_deal _thanks 
10478,no deal,_nodeal 
10481,"balls and hat to me , book to you",_need (_hats:1 _balls:all) _offer (_books:1 ) 
10482,deal .,_deal 
10492,any chance you want all four books while i take that hat and ball,_need (_hats:1 _balls:1) _offer (_books:all ) 
10495,and two books and a hat for me ? that's good w me !,_yes _need (_books:2 _hats:1 ) 
10497,deal,_deal 
10499,deal .,_deal 
10503,yes .,_deal 
10515,are you serious ? no way . i want 3 books and the hat,_counteroffer _need (_books:3 _hats:1 ) 
10516,no deal,_nodeal 
10535,ok,_deal 
10540,okay great ! thank you !,_deal 
10546,a ball for the hat instead then ?,_need (_hats:1 ) _offer (_balls:1) 
10554,deal .,_deal 
10562,ok deal,_deal 
10564,thank you,_deal _thanks 
10566,okay great ! thank you !,_deal 
10569,deal .,_deal 
10571,deal .,_deal 
10577,are the balls valuable to you ?,_misc (_balls:all) 
10578,sounds good,_deal 
10581,deal,_deal 
10583,ok,_deal 
10586,no deal,_nodeal 
10587,no deal,_nodeal 
10588,no deal,_nodeal 
10591,no deal,_nodeal 
10593,no deal,_nodeal 
10599,"okay , deal .",_deal 
10602,okay deal .,_deal 
10605,ok,_deal 
10607,deal,_deal 
10609,thanks !,_deal _thanks 
10610,1 book 3 balls for me,_need (_books:1 _balls:3) 
10612,no deal then,_nodeal 
10613,no deal,_nodeal 
10614,no deal,_nodeal 
10618,no deal .,_nodeal 
10619,no deal,_nodeal 
10621,deal . thank you !,_deal _thanks 
10624,all hats 1 ball and the rest yours,_need (_hats:all _balls:1) _offer (_books:rest _hats:rest _balls:rest) 
10625,3 hats 1 ball,_misc (_hats:3 _balls:1) 
10629,deal,_deal 
10635,deal,_deal 
10638,no deal,_nodeal 
10639,yep,_deal 
10640,deal,_deal 
10646,deal,_deal 
10650,deal .,_deal 
10656,yep,_deal 
10658,nope,_nodeal 
10659,no deal,_nodeal 
10660,no deal,_nodeal 
10661,no deal,_nodeal 
10666,agreed,_deal 
10673,ok,_deal 
10677,deal,_deal 
10679,balls are 1 point for me . no deal .,_nodeal 
10680,deal .,_deal 
10683,4 balls 1 book thats it,_misc (_books:1 _balls:4) 
10687,hello,_greeting 
10689,deal .,_deal 
10693,deal .,_deal 
10695,okay deal,_deal 
10699,no deal .,_nodeal 
10700,no deal .,_nodeal 
10704,no deal,_nodeal 
10705,no deal,_nodeal 
10718,no deal,_nodeal 
10719,no deal,_nodeal 
10720,no,_nodeal 
10724,yup,_deal 
10725,no deal,_nodeal 
10730,sounds good,_deal 
10734,no deal .,_nodeal 
10735,no deal,_nodeal 
10736,no deal,_nodeal 
10740,no deal,_nodeal 
10741,no deal,_nodeal 
10749,deal,_deal 
10752,deal !,_deal 
10755,ok deal,_deal 
10758,sorry no deal,_nodeal 
10759,no deal,_nodeal 
10760,no deal,_nodeal 
10761,no deal,_nodeal 
10764,"ok , no deal",_nodeal 
10765,no deal,_nodeal 
10766,no deal,_nodeal 
10767,sure,_deal 
10773,deal,_deal 
10779,ok,_deal 
10783,yes,_deal 
10786,deal,_deal 
10789,deal .,_deal 
10798,okay thank you !,_deal 
10804,"""no deal was agreed"" is unclickable for me",_nodeal 
10805,ok .,_deal 
10809,no deal,_nodeal 
10814,deal,_deal 
10818,deal .,_deal 
10823,thx,_deal _thanks 
10824,okay deal .,_deal 
10828,2 books and 1 hat,_misc (_books:2 _hats:1 ) 
10829,ok no deal,_nodeal 
10834,ok .,_deal 
10836,deal,_deal 
10838,thanks !,_deal _thanks 
10842,"best offer i can make is i get the book , you get everything else .",_need (_books:1 ) _offer (_books:rest _hats:rest _balls:rest) 
10856,deal .,_deal 
10866,great ! thank you !,_deal 
10869,deal,_deal 
10876,deal .,_deal 
10888,ok,_deal 
10891,no deal then,_nodeal 
10892,no deal,_nodeal 
10896,ok,_deal 
10900,deal,_deal 
10904,sounds good,_deal 
10908,1 book and 1 hat is all i can give you,_offer (_books:1 _hats:1 ) 
10934,no deal,_nodeal 
10936,cool,_deal 
10937,yep,_deal 
10940,agreed,_deal 
10941,no nice,_nodeal 
10942,yes,_deal 
10947,yes,_deal 
10951,okay no deal .,_nodeal 
10952,no deal .,_nodeal 
10953,no deal,_nodeal 
10956,no deal,_nodeal 
10957,agreed,_deal 
10958,yup,_deal 
10960,deal .,_deal 
10961,alright .,_deal 
10963,deal,_deal 
10969,"alright , that'll be the best we can do .",_deal 
10974,yes,_deal 
10976,yes,_deal 
10977,okay deal,_deal 
10979,and i get the books ?,_need (_books:all ) 
10980,deal,_deal 
10983,thanks,_deal _thanks 
10985,deal,_deal 
10988,"ok , deal .",_deal 
10993,deal .,_deal 
10995,fine,_deal 
10996,no deal,_nodeal 
10997,no deal,_nodeal 
11001,yes,_deal 
11002,and i'll take the rest ?,_need (_books:rest _hats:rest _balls:rest) 
11008,ok deal,_deal 
11013,okay,_deal 
11016,thank you !,_deal 
11020,ok,_deal 
11030,thank you .,_deal 
11036,yes,_deal 
11044,and i get the ball and one book ?,_need (_books:1 _balls:1) 
11051,no deal,_nodeal 
11053,yes,_deal 
11054,thx,_deal _thanks 
11058,ok .,_deal 
11065,"along with hat , deal",_misc (_hats:1 ) 
11066,deal,_deal 
11074,no deal .,_nodeal 
11075,no deal .,_nodeal 
11076,no deal .,_nodeal 
11078,"okay , deal .",_deal 
11084,sure,_deal 
11086,deal,_deal 
11087,balls and hats for me,_need (_hats:all _balls:all) 
11095,ok deal,_deal 
11109,deal,_deal 
11113,yes,_deal 
11115,ok,_deal 
11127,deal,_deal 
11128,no can do,_nodeal 
11152,ok,_deal 
11154,okay great ! thank you !,_deal 
11162,afraid we aren't going to make a deal on this one,_nodeal 
11172,deal,_deal 
11176,deal,_deal 
11184,deal,_deal 
11187,agreed .,_deal 
11188,deal .,_deal 
11195,and the hat for me ?,_need (_hats:1 ) 
11197,ok,_deal 
11211,nd,_nodeal 
11213,then no deal,_nodeal 
11214,nd,_nodeal 
11216,nd,_nodeal 
11221,deal,_deal 
11228,sure,_deal 
11229,deal .,_deal 
11231,deal,_deal 
11236,ball and all the hats,_misc (_hats:all _balls:1) 
11237,ok thanks,_deal 
11244,deal .,_deal 
11256,add a ball and you have a deal,_misc (_balls:1) 
11258,"1 book , 2 balls",_misc (_books:1 _balls:2) 
11261,sounds good,_deal 
11266,deal .,_deal 
11273,no deal,_nodeal 
11286,deal,_deal 
11295,2 hats and one ball ?,_misc (_hats:2 _balls:1) 
11303,great ! thank you !,_deal 
11304,ok,_deal 
11306,deal,_deal 
11309,deal .,_deal 
11313,deal .,_deal 
11314,"alright , that sounds good .",_deal 
11316,thank you !,_deal 
11319,thx,_deal _thanks 
11328,deal,_deal 
11331,deal .,_deal 
11336,deal,_deal 
11345,deal,_deal 
11349,ok deal,_deal 
11350,all i need is the book,_need (_books:1 ) 
11355,sounds good,_deal 
11358,ok,_deal 
11361,deal,_deal 
11363,ok,_deal 
11365,ok deal,_deal 
11366,okay,_deal 
11374,deal,_deal 
11379,a book and three hats for me ?,_need (_books:1 _hats:3 ) 
11382,book and a hat for me,_need (_books:1 _hats:1 ) 
11388,yes,_deal 
11392,thank you .,_deal 
11394,okay deal,_deal 
11397,deal . thank you .,_deal _thanks 
11401,and i get 1 ball ? no . i'll take the book and balls,_counteroffer _need (_books:1 _balls:all) 
11402,book and balls,_misc (_books:1 _balls:all) 
11403,book and balls,_misc (_books:1 _balls:all) 
11407,2 balls and the book .,_misc (_books:1 _balls:2) 
11409,deal .,_deal 
11412,book and 1 ball,_misc (_books:1 _balls:1) 
11414,deal,_deal 
11424,deal .,_deal 
11435,no deal,_nodeal 
11441,no deal,_nodeal 
11442,no deal,_nodeal 
11446,no deal,_nodeal 
11447,no deal,_nodeal 
11448,okay,_deal 
11450,deal,_deal 
11461,deal,_deal 
11468,agreed,_deal 
11471,no deal,_nodeal 
11473,"agreed , yes",_deal 
11474,no deal,_nodeal 
11475,no deal,_nodeal 
11476,3 books 1 ball 2 hats,_misc (_books:3 _hats:2 _balls:1) 
11484,deal,_deal 
11492,okay,_deal 
11511,best i can do is guve you a hat and a book i know im being alittle selfish,_offer (_books:1 _hats:1 ) 
11512,deal,_deal 
11516,deal,_deal 
11518,okay great ! thank you !,_deal 
11519,deal,_deal 
11523,deal,_deal 
11525,ok,_deal 
11526,okay,_deal 
11529,ok,_deal 
11530,ok,_deal 
11531,and i get the hat ?,_need (_hats:1 ) 
11538,an icecream and the book and three balls,_misc (_books:1 _balls:3) 
11542,deal,_deal 
11544,okay deal .,_deal 
11548,deal,_deal 
11565,deal .,_deal 
11571,deal,_deal 
11586,ok,_deal 
11593,deal .,_deal 
11597,deal,_deal 
11599,ok,_deal 
11604,never,_nodeal 
11614,okay deal,_deal 
11619,deal .,_deal 
11625,sure,_deal 
11628,awesome .,_deal 
11632,great ! thank you !,_deal 
11635,deal .,_deal 
11648,any of your deals screw me .,_nodeal 
11652,deal,_deal 
11658,deal,_deal 
11665,deal,_deal 
11674,deal,_deal 
11681,deal,_deal 
11686,deal,_deal 
11689,thx,_deal _thanks 
11695,okay,_deal 
11699,yup,_deal 
11704,no deal,_nodeal 
11708,deal,_deal 
11710,deal .,_deal 
11721,deal,_deal 
11730,"3 hats and one ball for you , how about this ? : d",_offer (_hats:3 _balls:1) 
11733,deal,_deal 
11738,okay,_deal 
11739,deal .,_deal 
11740,deal,_deal 
11742,"alright , 2 books 2 balls for me , 3 hats for you . thank you .",_deal _need (_books:2 _balls:2) _offer (_hats:3 ) 
11744,ok,_deal 
11746,deal . thank you .,_deal _thanks 
11749,okay deal,_deal 
11752,ok . thanks,_deal 
11762,ok deal,_deal 
11764,thank you !,_deal 
11768,deal .,_deal 
11771,agreed,_deal 
11774,agreed,_deal 
11780,ok,_deal 
11781,deal .,_deal 
11784,ok,_deal 
11789,deal,_deal 
11792,ok deal,_deal 
11795,books are 0 for me - no deal,_nodeal _need (_books:0 ) 
11804,yes .,_deal 
11811,"all books to me , you have all the rest",_need (_books:all ) _offer (_books:rest _hats:rest _balls:rest) 
11814,sounds good,_deal 
11816,great,_deal 
11826,deal,_deal 
11836,deal .,_deal 
11839,okay thank you !,_deal 
11843,deal .,_deal 
11847,ok deal,_deal 
11860,deal .,_deal 
11869,agreed i will take the three books,_deal _need (_books:3 ) 
11871,deal,_deal 
11872,deal,_deal 
11876,"ball and hat for me , deal",_need (_hats:1 _balls:1) 
11878,agreed,_deal 
11880,deal !,_deal 
11882,deal .,_deal 
11885,deal,_deal 
11886,deal,_deal 
11888,alright so i will take the hat and you get 3 books and the ball deal ?,_need (_hats:1 ) _offer (_books:3 _balls:1) 
11895,"okay , thanks .",_deal 
11897,deal,_deal 
11901,deal,_deal 
11911,sorry no deal,_nodeal 
11913,sorry no deal,_nodeal 
11916,no deal,_nodeal 
11917,no deal,_nodeal 
11918,no deal,_nodeal 
11922,no deal,_nodeal 
11923,no deal,_nodeal 
11928,deal !,_deal 
11931,deal,_deal 
11936,okay great ! thank you !,_deal 
11938,ok deal,_deal 
11944,okay thank you !,_deal 
11948,deal,_deal 
11951,deal,_deal 
11954,yes,_deal 
11958,deal,_deal 
11966,deal,_deal 
11969,agreed . i get 2 books and a hat .,_deal _need (_books:2 _hats:1 ) 
11979,okay deal,_deal 
11981,balls are 0 to me . i can do the book and 1 hat or just both hats .,_need (_books:1 _hats:1 _balls:0) 
11985,"ok , deal",_deal 
11989,deal,_deal 
11991,deal .,_deal 
11994,ok no deal,_nodeal 
11995,no deal,_nodeal 
11996,no deal .,_nodeal 
11999,okay no deal .,_nodeal 
12001,no deal .,_nodeal 
12007,deal .,_deal 
12010,deal,_deal 
12011,deal,_deal 
12020,"okay , deal",_deal 
12030,no deal then,_nodeal 
12048,ok deal,_deal 
12050,deal .,_deal 
12056,deal,_deal 
12065,deal,_deal 
12070,deal .,_deal 
12081,2 hats and a ball for me ?,_need (_hats:2 _balls:1) 
12087,deal,_deal 
12098,"ok , thanks",_deal 
12103,yes,_deal 
12109,ball or no deal,_need (_balls:1) 
12110,no deal,_nodeal 
12111,no deal,_nodeal 
12115,no deal,_nodeal 
12116,no deal,_nodeal 
12120,a hat and a book is more than fair here .,_misc (_books:1 _hats:1 ) 
12123,deal .,_deal 
12130,no deal .,_nodeal 
12135,no deal,_nodeal 
12141,yes .,_deal 
12143,deal,_deal 
12146,a bit costly to me,_nodeal 
12147,ok,_deal 
12151,deal,_deal 
12156,"ok , deal .",_deal 
12158,great !,_deal 
12162,ok thanks,_deal 
12167,deal,_deal 
12170,book is ten,_need (_books:1 ) 
12171,yes,_deal 
12174,yes .,_deal 
12179,no deal,_nodeal 
12180,no deal,_nodeal 
12183,no deal,_nodeal 
12184,no deal,_nodeal 
12185,"ok , no deal",_nodeal 
12189,no deal,_nodeal 
12190,no deal,_nodeal 
12191,no deal,_nodeal 
12195,no deal,_nodeal 
12197,no deal,_nodeal 
12199,no,_nodeal 
12200,2 hats 1 book,_misc (_books:1 _hats:2 ) 
12201,okay deal,_deal 
12203,2 hats and a ball ?,_misc (_hats:2 _balls:1) 
12204,2 hats and 2 books ?,_misc (_books:2 _hats:2 ) 
12207,ball is 10 for me . that's the only deal i can do .,_need (_balls:1) 
12209,no deal,_nodeal 
12215,nope,_nodeal 
12221,all the books and all the hats,_misc (_books:all _hats:all ) 
12223,balls are worth a lot for me so i won't trade it,_need (_balls:all) 
12231,deal,_deal 
12237,no deal,_nodeal 
12240,ok no deal,_nodeal 
12241,no deal,_nodeal 
12247,deal .,_deal 
12252,thanks,_deal _thanks 
12261,okay deal .,_deal 
12264,ok deal,_deal 
12267,ok deal,_deal 
12274,deal .,_deal 
12281,deal,_deal 
12284,okay great !,_deal 
12295,deal,_deal 
12297,deal,_deal 
12299,deal,_deal 
12317,agreed,_deal 
12323,no deal,_nodeal 
12324,no deal,_nodeal 
12325,no deal,_nodeal 
12329,no deal,_nodeal 
12330,no deal,_nodeal 
12333,deal,_deal 
12342,ok,_deal 
12343,no deal,_nodeal 
12346,ok,_deal 
12347,"are you asking me ? yes , i'd like the book and balls .",_need (_books:1 _balls:all) 
12359,books and hats for me ?,_need (_books:all _hats:all ) 
12361,"book and a ball , thats good for you",_offer (_books:1 _balls:1) 
12362,ok,_deal 
12366,ok deal,_deal 
12369,no deal then,_nodeal 
12381,no deal .,_nodeal 
12382,no deal .,_nodeal 
12383,no deal .,_nodeal 
12392,sounds good .,_deal 
12399,ok deal,_deal 
12402,yes .,_deal 
12411,deal .,_deal 
12415,ok,_deal 
12418,no deal,_nodeal 
12419,deal,_deal 
12429,yes,_deal 
12431,1 ball and 1 hat is the best i can do,_misc (_hats:1 _balls:1) 
12438,okay,_deal 
12442,fine,_deal 
12444,deal,_deal 
12451,no deal .,_nodeal 
12455,ok,_deal 
12456,no deal,_nodeal 
12464,no deal then,_nodeal 
12467,book and ball are worth too much to me,_need (_books:1 _balls:1) 
12468,ok,_deal 
12472,deal,_deal 
12481,no,_nodeal 
12487,no,_nodeal 
12490,balls have a value of 0 on my end,_need (_balls:0) 
12492,6 / 10 is a weak hand . . . . we should pass on this deal,_nodeal 
12493,ok,_deal 
12494,! of each for me,_need (_books:1 _hats:1 _balls:1) 
12508,alright i will take the hat and the book . you take all of the balls .,_need (_books:1 _hats:1 ) _offer (_balls:all) 
12516,no deal,_nodeal 
12527,thank you,_deal _thanks 
12530,deal,_deal 
12532,great !,_deal 
12536,no deal,_nodeal 
12540,no deal,_nodeal 
12543,deal,_deal 
12546,deal,_deal 
12558,fine,_deal 
12560,are you able to give up one ball ?,_need (_balls:1) 
12565,yes,_deal 
12569,balls are 0,_need (_balls:0) 
12590,okay,_deal 
12593,deal,_deal 
12598,deal . thank you !,_deal _thanks 
12600,no deal,_nodeal 
12601,deal,_deal 
12606,"better than less than half the point , i suppose . i'll take it .",_deal 
12609,deal,_deal 
12614,yes .,_deal 
12624,yes .,_deal 
12625,deal,_deal 
12626,all i want is the ball,_need (_balls:1) 
12628,okay thank you !,_deal 
12630,deal .,_deal 
12631,1 hat,_misc (_hats:1 ) 
12635,deal,_deal 
12639,any chance i can get 1 book instead of 1 hat ?,_need (_books:1 _hats:0 ) 
12640,deal,_deal 
12645,2 hats 1 ball,_misc (_hats:2 _balls:1) 
12646,okay,_deal 
12656,ok,_deal 
12661,deal,_deal 
12666,ok,_deal 
12670,deal,_deal 
12672,ok,_deal 
12675,hi,_greeting 
12677,hi,_greeting 
12678,ok,_deal 
12685,deal .,_deal 
12687,thank you,_deal _thanks 
12697,1 book and 1 hat,_misc (_books:1 _hats:1 ) 
12702,deal,_deal 
12708,ok deal,_deal 
12711,deal,_deal 
12716,deal,_deal 
12730,deal,_deal 
12732,okay,_deal 
12735,no deal .,_nodeal 
